FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;* Nº VICTIMAS;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
08/08/2018;DE 12:00 A 12:59;MIERCOLES;CENTRO                        ;CALLE DE LOS ESTUDIOS NUM                                                                           ;7;2018/8645;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
08/08/2018;DE 21:00 A 21:59;MIERCOLES;CENTRO                        ;CALLE DE CEDACEROS - CARRERA DE SAN JERONIMO                                                        ;0;2018/8672;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
09/08/2018;DE 2:00 A 2:59;JUEVES;MONCLOA-ARAVACA               ;CALLE DE FRANCISCO Y JACINTO ALCANTARA - PASEO DEL REY                                              ;0;2018/8946;NO;NO;NO;NO;SI;NO;SI;NO;NO;SI;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
09/08/2018;DE 13:00 A 13:59;JUEVES;SALAMANCA                     ;CALLE DE ALCALA NUM                                                                                 ;237;2018/8823;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 55 A 59 AÑOS
09/08/2018;DE 21:00 A 21:59;JUEVES;TETUAN                        ;AVENIDA DE ASTURIAS NUM                                                                             ;71;2018/8907;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 15 A 17 AÑOS
10/08/2018;DE 16:00 A 16:59;VIERNES;CARABANCHEL                   ;CALLE DEL VALLE DE ORO NUM                                                                          ;27;2018/8713;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 18 A 20 AÑOS
11/08/2018;DE 00:00 A 00:59;SABADO;ARGANZUELA                    ;PLAZA DEL EMPERADOR CARLOS V NUM                                                                    ;3;2018/8727;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HG                                      ;DE 30 A 34 ANOS
13/08/2018;DE 6:00 A 6:59;LUNES;CARABANCHEL                   ;CALLE DE SAN PATRICIO - CALLE DEL GENERAL RICARDOS                                                  ;0;2018/8857;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
13/08/2018;DE 8:00 A 8:59;LUNES;PUENTE DE VALLECAS            ;CALLE DE EMBAJADORES NUM                                                                            ;320;2018/8818;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
13/08/2018;DE 19:00 A 19:59;LUNES;CIUDAD LINEAL                 ;CALLE DE ARTURO SORIA NUM                                                                           ;277;2018/8855;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
18/08/2018;DE 4:00 A 4:59;SABADO;CENTRO                        ;PASEO DEL PRADO - PLAZA DE CANOVAS DEL CASTILLO                                                     ;0;2018/9036;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
18/08/2018;DE 17:00 A 17:59;SABADO;RETIRO                        ;PARQUE DEL RETIRO                                                                                   ;0;2018/8936;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;NO ASIGNADO;NO ASIGNADA;DESCONOCIDA
19/08/2018;DE 13:00 A 13:59;DOMINGO;FUENCARRAL-EL PARDO           ;CARRETERA DE COLMENAR NUM                                                                           ;16;2018/8953;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
20/08/2018;DE 20:00 A 20:59;LUNES;CHAMARTIN                     ;PASEO DE LA HABANA NUM                                                                              ;103;2018/9021;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
20/08/2018;DE 22:00 A 22:59;LUNES;PUENTE DE VALLECAS            ;AVENIDA DE ENTREVIAS - CALLE DEL PADRE LLANOS                                                       ;0;2018/9523;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 35 A 39 AÑOS
21/08/2018;DE 20:00 A 20:59;MARTES;PUENTE DE VALLECAS            ;CALLE DE EMBAJADORES NUM                                                                            ;472;2018/9145;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
21/08/2018;DE 21:00 A 21:59;MARTES;CARABANCHEL                   ;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS                                   ;0;2018/9052;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
21/08/2018;DE 21:00 A 21:59;MARTES;SAN BLAS                      ;CALLE DE LA ILIADA - CALLE DE PITAGORAS                                                             ;0;2018/9053;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
23/08/2018;DE 8:00 A 8:59;JUEVES;FUENCARRAL-EL PARDO           ;CALLE DE FRANCISCO TARREGA - CALLE DE ISABEL COLBRAND                                               ;0;2018/9107;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
23/08/2018;DE 14:00 A 14:59;JUEVES;SALAMANCA                     ;CALLE DE SERRANO NUM                                                                                ;106;2018/9113;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
23/08/2018;DE 19:00 A 19:59;JUEVES;CENTRO                        ;CALLE  MAYOR NUM                                                                                    ;1;2018/9120;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
24/08/2018;DE 11:00 A 11:59;VIERNES;CENTRO                        ;CALLE  MAYOR NUM                                                                                    ;2;2018/9183;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
25/08/2018;DE 9:00 A 9:59;SABADO;CIUDAD LINEAL                 ;CALLE DE ARTURO SORIA NUM                                                                           ;324;2018/9177;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 60 A 64 AÑOS
25/08/2018;DE 13:00 A 13:59;SABADO;VILLAVERDE                    ;CARRETERA DE VILLAVERDE A VALLECAS NUM                                                              ;3;2018/9160;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE MAS DE 74 AÑOS 
25/08/2018;DE 18:00 A 18:59;SABADO;MONCLOA-ARAVACA               ;CALLE DE LA PRINCESA NUM                                                                            ;17;2018/9147;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 40 A 44 AÑOS
26/08/2018;DE 13:00 A 13:59;DOMINGO;VILLAVERDE                    ;CALLE  GRAN VIA DE VILLAVERDE NUM                                                                   ;0;2018/9176;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 55 A 59 AÑOS
26/08/2018;DE 22:00 A 22:59;DOMINGO;ARGANZUELA                    ;PASEO DE SANTA MARIA DE LA CABEZA NUM                                                               ;23;2018/9175;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
27/08/2018;DE 13:00 A 13:59;LUNES;CENTRO                        ;CALLE DE ATOCHA NUM                                                                                 ;42;2018/9217;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
27/08/2018;DE 21:00 A 21:59;LUNES;CHAMBERI                      ;CALLE DE LUCHANA NUM                                                                                ;13;2018/9247;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
28/08/2018;DE 00:00 A 00:59;MARTES;CHAMBERI                      ;CALLE DE FERNANDEZ DE LA HOZ - CALLE DE JOSE ABASCAL                                                ;0;2018/9212;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
28/08/2018;DE 13:00 A 13:59;MARTES;MONCLOA-ARAVACA               ;PASEO DE LOS CASTAÑOS                                                                               ;0;2018/9340;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
28/08/2018;DE 15:00 A 15:59;MARTES;HORTALEZA                     ;CALLE DE MONTEARAGON NUM                                                                            ;7;2018/9259;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
28/08/2018;DE 21:00 A 21:59;MARTES;HORTALEZA                     ;AVENIDA DE SECUNDINO ZUAZO - CALLE DE CESAR CORT BOTI                                               ;0;2018/9265;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 55 A 59 AÑOS
29/08/2018;DE 21:00 A 21:59;MIERCOLES;RETIRO                        ;AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                               ;154;2018/9309;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
30/08/2018;DE 14:00 A 14:59;JUEVES;ARGANZUELA                    ;CALLE DE LAS CANARIAS - PLAZA DE LUCA DE TENA                                                       ;0;2018/9352;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
30/08/2018;DE 18:00 A 18:59;JUEVES;SAN BLAS                      ;AVENIDA DE GUADALAJARA - CALLE DE BULGARIA                                                          ;0;2018/9358;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
31/08/2018;DE 16:00 A 16:59;VIERNES;CHAMBERI                      ;PASEO DE LA CASTELLANA NUM                                                                          ;55;2018/9388;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
31/08/2018;DE 20:00 A 20:59;VIERNES;SALAMANCA                     ;CALLE DE DIEGO DE LEON - CALLE DE VELAZQUEZ                                                         ;0;2018/9385;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
01/09/2018;DE 9:00 A 9:59;SABADO;CENTRO                        ;PLAZA DE LA VILLA NUM                                                                               ;3;2018/9614;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
01/09/2018;DE 14:00 A 14:59;SABADO;CENTRO                        ;CALLE  GRAN VIA NUM                                                                                 ;78;2018/9620;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 50 A 54 AÑOS
01/09/2018;DE 18:00 A 18:59;SABADO;CENTRO                        ;CALLE DE ALCALA NUM                                                                                 ;40;2018/9639;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
02/09/2018;DE 19:00 A 19:59;DOMINGO;FUENCARRAL-EL PARDO           ;AVENIDA DEL CARDENAL HERRERA ORIA - CALLE DE NUESTRA SEÑORA DE VALVERDE                             ;0;2018/9456;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
04/09/2018;DE 10:00 A 10:59;MARTES;SAN BLAS                      ;AVENIDA DE NIZA - PLAZA DE GRECIA                                                                   ;0;2018/9526;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
