FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;* Nº VICTIMAS;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
03/05/2018;DE 17:00 A 17:59;JUEVES;RETIRO                        ;CALLE DE CLAUDIO MOYANO NUM                                                                         ;1;2018/4553;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
05/05/2018;DE 9:00 A 9:59;SABADO;CENTRO                        ;CALLE DE LA MONTERA NUM                                                                             ;18;2018/4609;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 18 A 20 AÑOS
05/05/2018;DE 12:00 A 12:59;SABADO;CARABANCHEL                   ;AVENIDA DE LOS POBLADOS - CALLE DE LA SECOYA                                                        ;0;2018/4628;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
05/05/2018;DE 16:00 A 16:59;SABADO;MONCLOA-ARAVACA               ;CALLE DE FERRAZ - CALLE DEL MARQUES DE URQUIJO                                                      ;0;2018/4636;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
06/05/2018;DE 9:00 A 9:59;DOMINGO;VILLA DE VALLECAS             ;AVENIDA DEL MAYORAZGO - CAMINO DE LA MAGDALENA                                                      ;0;2018/4854;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 40 A 44 AÑOS
06/05/2018;DE 10:00 A 10:59;DOMINGO;CENTRO                        ;CALLE DE ARGUMOSA - RONDA DE ATOCHA                                                                 ;0;2018/4659;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
06/05/2018;DE 15:00 A 15:59;DOMINGO;CENTRO                        ;CALLE DE FUCAR - CALLE DEL GOBERNADOR                                                               ;0;2018/4701;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
07/05/2018;DE 8:00 A 8:59;LUNES;PUENTE DE VALLECAS            ;AVENIDA DE ENTREVIAS - CAMINO DE LAS HORMIGUERAS                                                    ;0;2018/4804;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 70 A 74 AÑOS
08/05/2018;DE 8:00 A 8:59;MARTES;TETUAN                        ;CALLE DE NUMANCIA NUM                                                                               ;33;2018/4765;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
08/05/2018;DE 16:00 A 16:59;MARTES;CHAMARTIN                     ;CALLE DE VICTOR DE LA SERNA - CALLE DEL PINTOR RIBERA                                               ;0;2018/4746;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
09/05/2018;DE 14:00 A 14:59;MIERCOLES;CHAMBERI                      ;CALLE DE MIGUEL ANGEL NUM                                                                           ;12;2018/4826;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 55 A 59 AÑOS
09/05/2018;DE 18:00 A 18:59;MIERCOLES;RETIRO                        ;CALLE DE SAMARIA - CALLE DEL DOCTOR ESQUERDO                                                        ;0;2018/4792;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 25 A 29 AÑOS
09/05/2018;DE 20:00 A 20:59;MIERCOLES;TETUAN                        ;CALLE DE ORENSE - CALLE DEL GENERAL YAGÜE                                                           ;0;2018/4832;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
10/05/2018;DE 7:00 A 7:59;JUEVES;CHAMBERI                      ;CALLE DE ALONSO CANO - CALLE DE RIOS ROSAS                                                          ;0;2018/4843;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 40 A 44 AÑOS
10/05/2018;DE 11:00 A 11:59;JUEVES;MONCLOA-ARAVACA               ;CALLE DE ARROYOFRESNO NUM                                                                           ;7;2018/5818;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
11/05/2018;DE 11:00 A 11:59;VIERNES;SALAMANCA                     ;AVENIDA DE LOS TOREROS NUM                                                                          ;71;2018/4983;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
11/05/2018;DE 13:00 A 13:59;VIERNES;RETIRO                        ;PLAZA DE CANOVAS DEL CASTILLO - PLAZA DE LA LEALTAD                                                 ;0;2018/4906;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
11/05/2018;DE 22:00 A 22:59;VIERNES;CENTRO                        ;CALLE DE CEDACEROS - CARRERA DE SAN JERONIMO                                                        ;0;2018/5237;NO;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
11/05/2018;DE 22:00 A 22:59;VIERNES;MONCLOA-ARAVACA               ;PASEO DEL ROBLEDAL                                                                                  ;0;2018/4988;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
12/05/2018;DE 10:00 A 10:59;SABADO;LATINA                        ;CARRETERA DE BOADILLA DEL MONTE NUM                                                                 ;40;2018/4934;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
12/05/2018;DE 18:00 A 18:59;SABADO;TETUAN                        ;CALLE DE ORENSE - CALLE DEL GENERAL YAGÜE                                                           ;0;2018/5017;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
12/05/2018;DE 23:00 A 23:59;SABADO;RETIRO                        ;AUTOVIA  M-30 CALZADA 1 - AVENIDA DE LA CIUDAD DE BARCELONA                                         ;          ;2018/4904;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 18 A 20 AÑOS
13/05/2018;DE 18:00 A 18:59;DOMINGO;USERA                         ;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;5850;2018/5173;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 18 A 20 AÑOS
14/05/2018;DE 00:00 A 00:59;LUNES;ARGANZUELA                    ;PASEO DEL DOCTOR VALLEJO NAGERA NUM                                                                 ;43;2018/4975;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
14/05/2018;DE 12:00 A 12:59;LUNES;MORATALAZ                     ;AVENIDA DEL DOCTOR GARCIA TAPIA NUM                                                                 ;218;2018/4984;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 18 A 20 AÑOS
14/05/2018;DE 20:00 A 20:59;LUNES;RETIRO                        ;PLAZA DE MARIANO DE CAVIA NUM                                                                       ;2;2018/4993;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 35 A 39 AÑOS
16/05/2018;DE 14:00 A 14:59;MIERCOLES;PUENTE DE VALLECAS            ;AVENIDA DE MIGUEL HERNANDEZ NUM                                                                     ;80;2018/5032;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
16/05/2018;DE 14:00 A 14:59;MIERCOLES;USERA                         ;AVENIDA DEL MANZANARES NUM                                                                          ;212;2018/5198;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
16/05/2018;DE 14:00 A 14:59;MIERCOLES;USERA                         ;AVENIDA DEL MANZANARES NUM                                                                          ;212;2018/5198;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
17/05/2018;DE 16:00 A 16:59;JUEVES;RETIRO                        ;CALLE DE ALFONSO XII - PLAZA DE LA INDEPENDENCIA                                                    ;0;2018/5081;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
17/05/2018;DE 18:00 A 18:59;JUEVES;TETUAN                        ;CALLE DE ESPERANZA SANCHEZ CARRASCOSA NUM                                                           ;58;2018/5265;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
17/05/2018;DE 19:00 A 19:59;JUEVES;CHAMARTIN                     ;CALLE DE MAURICIO LEGENDRE NUM                                                                      ;43;2018/5087;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 55 A 59 AÑOS
18/05/2018;DE 11:00 A 11:59;VIERNES;SALAMANCA                     ;CALLE DE CLAUDIO COELLO NUM                                                                         ;22;2018/5116;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
18/05/2018;DE 16:00 A 16:59;VIERNES;CENTRO                        ;CALLE  MAYOR NUM                                                                                    ;4;2018/5224;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
19/05/2018;DE 00:00 A 00:59;SABADO;SALAMANCA                     ;AVENIDA DE MENENDEZ PELAYO - CALLE DE O'DONNELL                                                     ;0;2018/5108;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
19/05/2018;DE 14:00 A 14:59;SABADO;MONCLOA-ARAVACA               ;CUESTA DE SAN VICENTE NUM                                                                           ;40;2018/5143;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
20/05/2018;DE 10:00 A 10:59;DOMINGO;VILLAVERDE                    ;CALLE  GRAN VIA DE VILLAVERDE S/N                                                                   ;0;2018/5162;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;NO ASIGNADO;NO ASIGNADA;DESCONOCIDA
20/05/2018;DE 11:00 A 11:59;DOMINGO;LATINA                        ;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;2200;2018/5165;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
20/05/2018;DE 11:00 A 11:59;DOMINGO;SAN BLAS                      ;AVENIDA DE NIZA - CALLE DE MANCHESTER                                                               ;0;2018/5156;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
20/05/2018;DE 13:00 A 13:59;DOMINGO;HORTALEZA                     ;CALLE DEL PINTOR LUCIO MUÑOZ - CALLE DEL PRINCIPE CARLOS                                            ;0;2018/5253;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
21/05/2018;DE 20:00 A 20:59;LUNES;CHAMBERI                      ;CALLE DE BRAVO MURILLO - PLAZA DE JUAN ZORRILLA                                                     ;0;2018/5318;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
21/05/2018;DE 21:00 A 21:59;LUNES;ARGANZUELA                    ;PASEO DE PONTONES NUM                                                                               ;14;2018/5225;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
22/05/2018;DE 8:00 A 8:59;MARTES;CARABANCHEL                   ;CALLE DEL GENERAL RICARDOS NUM                                                                      ;19;2018/5250;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 45 A 49 AÑOS
22/05/2018;DE 15:00 A 15:59;MARTES;CHAMARTIN                     ;PLAZA DE JOSE MARIA SOLER                                                                           ;0;2018/5269;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
22/05/2018;DE 16:00 A 16:59;MARTES;FUENCARRAL-EL PARDO           ;AVENIDA DEL CARDENAL HERRERA ORIA - CALLE DE LA MASO                                                ;0;2018/5276;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 60 A 64 AÑOS
24/05/2018;DE 8:00 A 8:59;JUEVES;HORTALEZA                     ;AVENIDA DE LOS MADROÑOS NUM                                                                         ;17;2018/5331;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
24/05/2018;DE 8:00 A 8:59;JUEVES;PUENTE DE VALLECAS            ;AVENIDA DE LA DEMOCRACIA NUM                                                                        ;13;2018/5296;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
24/05/2018;DE 16:00 A 16:59;JUEVES;CENTRO                        ;CALLE DE ALCALA NUM                                                                                 ;44;2018/5314;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 30 A 34 ANOS
26/05/2018;DE 10:00 A 10:59;SABADO;FUENCARRAL-EL PARDO           ;CALLE DE AFUERAS A VALVERDE - CALLE DE CALATRAVA                                                    ;0;2018/5393;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 55 A 59 AÑOS
27/05/2018;DE 1:00 A 1:59;DOMINGO;CENTRO                        ;CALLE DE LAS NEGRAS - CALLE DEL DUQUE DE LIRIA                                                      ;0;2018/5542;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
28/05/2018;DE 7:00 A 7:59;LUNES;USERA                         ;CALLE DE ANTONIO LOPEZ - CAMINO DE PERALES                                                          ;          ;2018/5531;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
28/05/2018;DE 12:00 A 12:59;LUNES;RETIRO                        ;CALLE DE ALCALA NUM                                                                                 ;60;2018/5457;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
29/05/2018;DE 7:00 A 7:59;MARTES;CENTRO                        ;CALLE DE SEGOVIA - PLAZA DE LA CRUZ VERDE                                                           ;0;2018/5545;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
31/05/2018;DE 18:00 A 18:59;JUEVES;RETIRO                        ;CALLE DE ALFONSO XII - CALLE DE CLAUDIO MOYANO                                                      ;0;2018/5555;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA MOTOCICLETA                       ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
01/06/2018;DE 15:00 A 15:59;VIERNES;CHAMBERI                      ;CALLE DE ALBERTO AGUILERA NUM                                                                       ;48;2018/5609;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
01/06/2018;DE 18:00 A 18:59;VIERNES;BARAJAS                       ;GLORIETA DE ANIBAL GONZALEZ                                                                         ;0;2018/5592;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
01/06/2018;DE 18:00 A 18:59;VIERNES;BARAJAS                       ;GLORIETA DE ANIBAL GONZALEZ                                                                         ;0;2018/5592;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 50 A 54 AÑOS
01/06/2018;DE 19:00 A 19:59;VIERNES;TETUAN                        ;CALLE DE HERNANI NUM                                                                                ;75;2018/5697;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
02/06/2018;DE 16:00 A 16:59;SABADO;CENTRO                        ;PLAZA DE SALESAS NUM                                                                                ;8;2018/5753;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
03/06/2018;DE 9:00 A 9:59;DOMINGO;CARABANCHEL                   ;GLORIETA DEL MARQUES DE VADILLO NUM                                                                 ;1;2018/5651;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 60 A 64 AÑOS
03/06/2018;DE 13:00 A 13:59;DOMINGO;TETUAN                        ;CALLE  VIA LIMITE - CALLE DE LAS MAGNOLIAS                                                          ;0;2018/5738;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
03/06/2018;DE 14:00 A 14:59;DOMINGO;SALAMANCA                     ;PASEO DE LA CASTELLANA NUM                                                                          ;22;2018/5726;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
04/06/2018;DE 8:00 A 8:59;LUNES;HORTALEZA                     ;AVENIDA DE LAS FUERZAS ARMADAS NUM                                                                  ;5;2018/5655;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HG                                      ;DE 21 A 24 AÑOS
04/06/2018;DE 12:00 A 12:59;LUNES;PUENTE DE VALLECAS            ;CALLE DE EMBAJADORES - CALLE DE SANTA CATALINA                                                      ;0;2018/5688;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
04/06/2018;DE 20:00 A 20:59;LUNES;USERA                         ;AVENIDA DE RAFAELA YBARRA - CALLE DE FERMIN DONAIRE                                                 ;0;2018/6018;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 10 A 14 AÑOS
05/06/2018;DE 1:00 A 1:59;MARTES;TETUAN                        ;CALLE DE BRAVO MURILLO NUM                                                                          ;375;2018/5783;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
05/06/2018;DE 8:00 A 8:59;MARTES;FUENCARRAL-EL PARDO           ;CALLE DE SANTIAGO DE COMPOSTELA - PLAZA DE VILLAFRANCA DE LOS BARROS                                ;0;2018/5725;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
05/06/2018;DE 14:00 A 14:59;MARTES;LATINA                        ;AVENIDA DEL PADRE PIQUER NUM                                                                        ;8;2018/5729;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
07/06/2018;DE 8:00 A 8:59;JUEVES;FUENCARRAL-EL PARDO           ;CALLE DE FRANCISCO TARREGA - CALLE DE ISABEL COLBRAND                                               ;0;2018/5821;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
07/06/2018;DE 21:00 A 21:59;JUEVES;CENTRO                        ;CALLE DE HERNAN CORTES NUM                                                                          ;22;2018/5967;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
08/06/2018;DE 14:00 A 14:59;VIERNES;RETIRO                        ;PASEO DEL PRADO - PLAZA DE MURILLO                                                                  ;0;2018/5840;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
08/06/2018;DE 16:00 A 16:59;VIERNES;VILLA DE VALLECAS             ;AVENIDA DEL ENSANCHE DE VALLECAS NUM                                                                ;56;2018/5849;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 10 A 14 AÑOS
08/06/2018;DE 17:00 A 17:59;VIERNES;CENTRO                        ;CALLE  GRAN VIA NUM                                                                                 ;73;2018/6015;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
09/06/2018;DE 10:00 A 10:59;SABADO;VILLA DE VALLECAS             ;CARRETERA DE VILLAVERDE A VALLECAS NUM                                                              ;250;2018/5999;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
09/06/2018;DE 12:00 A 12:59;SABADO;VILLAVERDE                    ;CALLE DE DOMINGO PARRAGA NUM                                                                        ;62;2018/5924;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 70 A 74 AÑOS
09/06/2018;DE 13:00 A 13:59;SABADO;USERA                         ;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;6500;2018/5921;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
10/06/2018;DE 20:00 A 20:59;DOMINGO;CENTRO                        ;CALLE DE FERNANDO VI NUM                                                                            ;14;2018/6067;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
