Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*;* La correspondencia de los códigos se encuentra descrito en la estructura del fichero.
2019S021497;18/05/2019;17:41;PASEO. PINTOR ROSALES / PASEO. MORET;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;14;
2019S021497;18/05/2019;17:41;PASEO. PINTOR ROSALES / PASEO. MORET;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 40 A 44 AÑOS;Mujer;06;
2019S021497;18/05/2019;17:41;PASEO. PINTOR ROSALES / PASEO. MORET;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 10 A 14 AÑOS;Mujer;06;
2019S022216;19/05/2019;20:31;CALL. MAYOR;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14;
2019S022216;19/05/2019;20:31;CALL. MAYOR;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 21 A 24 AÑOS;Mujer;07;
2019S021964;19/05/2019;17:45;CTRA. CIUDAD UNIVERSITARIA / PASEO. VENTA;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;
2019S021486;19/05/2019;10:45;AVDA. LOGROÑO / AUTOV. M-40;-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14;
2019S021460;19/05/2019;4:15;CALL. BRAVO MURILLO;164;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;
2019S021607;20/05/2019;14:30;CALL. PALOMARES / CALL. JUAN PEÑALVER;-;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;14;
2019S021607;20/05/2019;14:30;CALL. PALOMARES / CALL. JUAN PEÑALVER;-;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Peatón;MAYOR DE 74 AÑOS;Hombre;05;
2019S021542;20/05/2019;8:55;CALL. ORENSE;27;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;06;
2019S021823;21/05/2019;21:08;CALL. RIBERA DE CURTIDORES / CALL. CARNERO;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;02;
2019S021823;21/05/2019;21:08;CALL. RIBERA DE CURTIDORES / CALL. CARNERO;-;CENTRO;Caída;Despejado;Bicicleta;Pasajero;DE 10 A 14 AÑOS;Hombre;02;
2019S021951;21/05/2019;20:17;CALL. ISLA DE YESO;11;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;02;
2019S021730;21/05/2019;19:00;PASEO. FERNAN NUÑEZ;2;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;
2019S021808;21/05/2019;18:50;CALL. MALMOE;3;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;
2019S021753;21/05/2019;1:45;CALL. BUSTOS / CALL. SIERRA DE LOS FILABRES;-;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;01;
2019S021889;22/05/2019;20:40;PQUE. ENRIQUE TIERNO GALVAN;0;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;01;
2019S021882;22/05/2019;17:20;CALL. MESON DE PAREDES / CALL. TRIBULETE;-;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;
2019S021787;22/05/2019;11:05;PASEO. MARCELINO CAMACHO / CALL. ANTOLINA MERINO;-;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;01;
2019S021744;22/05/2019;7:15;CALL. O'DONNELL;50;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;03;
2019S021969;23/05/2019;21:08;CALL. VAZQUEZ DE MELLA;49;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;02;
2019S021957;23/05/2019;19:20;CTRA. M-616, +00500S;-;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;02;
2019S021957;23/05/2019;19:20;CTRA. M-616, +00500S;-;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14;
2019S021850;23/05/2019;8:55;CUESTA SANTO DOMINGO. 5;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S022010;24/05/2019;14:10;PLAZA. CASTILLA / PASEO. CASTELLANA;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;
2019S022057;25/05/2019;15:40;CALL. LIVERPOOL / CALL. MARIA SEVILLA DIAGO;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Mujer;07;
2019S022021;25/05/2019;8:30;PASEO. ACACIAS;1;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;
2019S022023;25/05/2019;8:20;CALL. MESON DE PAREDES;75;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;03;
2019S022178;26/05/2019;8:55;CALL. TOLEDO / CALL. CONCEPCION JERONIMA;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02;
2019S022102;26/05/2019;2:25;PLAZA. MANOLETE;7;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S022289;27/05/2019;16:47;AVDA. VIRGEN DEL CARMEN;1;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;14;
2019S022289;27/05/2019;16:47;AVDA. VIRGEN DEL CARMEN;1;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Peatón;MAYOR DE 74 AÑOS;Mujer;07;
2019S022289;27/05/2019;16:47;AVDA. VIRGEN DEL CARMEN;1;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Peatón;MAYOR DE 74 AÑOS;Mujer;07;
2019S023803;28/05/2019;21:00;AVDA. MONTE IGUELDO;98;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;
2019S022320;28/05/2019;19:13;AVDA. LOS ROSALES / CTRA. M-301;-;VILLAVERDE;Otro;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;
2019S022327;28/05/2019;17:10;CALL. CONDE DE PEÑALVER;38;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07;
2019S022279;28/05/2019;12:30;CALL. BAILEN;2;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;14;
2019S022279;28/05/2019;12:30;CALL. BAILEN;2;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 70 A 74 AÑOS;Mujer;07;
2019S022358;28/05/2019;10:20;GTA. PUENTE DE SEGOVIA / PNTE. SEGOVIA;-;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;07;
2019S022373;28/05/2019;9:45;CALL. SANTA ENGRACIA;123;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;05;
2019S022484;29/05/2019;18:40;CALL. ATOCHA / CALL. SANTO TOMAS;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Mujer;02;
2019S022599;29/05/2019;17:40;CALL. PRINCIPE DE VERGARA;29;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S022362;29/05/2019;9:45;PASEO. ACACIAS;63;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;03;
2019S022613;29/05/2019;0:22;CALL. AYALA / CALL. VELAZQUEZ;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;
2019S022605;31/05/2019;17:35;CALL. SANTA POLA;6;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;07;
2019S022584;31/05/2019;17:21;CALL. PEDRO DE VALDIVIA;12;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;02;
2019S022596;31/05/2019;17:05;CALL. SANTA ENGRACIA;101;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;DESCONOCIDA;;;
2019S022596;31/05/2019;17:05;CALL. SANTA ENGRACIA;101;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;DE 60 A 64 AÑOS;Mujer;07;
2019S022707;01/06/2019;23:00;AVDA. ASTURIAS;54;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;06;
2019S022866;01/06/2019;13:30;CALL. FUENTE CARRANTONA / CALL. BENJAMIN PALENCIA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01;
2019S022732;01/06/2019;13:00;PQUE. MADRID RIO, +00240E;-;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;
2019S022810;01/06/2019;12:55;SENDA CICLABLE-AV.ROSALES-CARRET.VILLAV. A VALLECA;-;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07;
2019S022810;01/06/2019;12:55;SENDA CICLABLE-AV.ROSALES-CARRET.VILLAV. A VALLECA;-;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Peatón;DE 30 A 34 AÑOS;Mujer;07;
2019S022864;01/06/2019;7:55;CALL. JOSE MARIA PEREDA / CALL. SOR MARIA DE AGREDA;-;CIUDAD LINEAL;Colisión fronto-lateral;Granizando;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S022622;01/06/2019;2:55;AVDA. ASTURIAS / CALL. VIA LIMITE;-;TETUÁN;Colisión frontal;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;;
2019S023041;02/06/2019;23:05;CALL. PICO DE LA MALICIOSA;10;PUENTE DE VALLECAS;Otro;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S023041;02/06/2019;23:05;CALL. PICO DE LA MALICIOSA;10;PUENTE DE VALLECAS;Otro;Despejado;Bicicleta;Peatón;DE 45 A 49 AÑOS;Mujer;;
2019S022833;02/06/2019;19:25;CALL. VIA;50;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07;
2019S022753;02/06/2019;12:00;PLAZA SAN FRANCISCO S/N;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S022907;03/06/2019;19:25;PLAZA. CIBELES / CALL. ALCALA;-;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S022923;03/06/2019;15:22;GTA. RUBEN DARIO;1;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;14;
2019S022923;03/06/2019;15:22;GTA. RUBEN DARIO;1;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;DE 30 A 34 AÑOS;Mujer;06;
2019S023001;04/06/2019;21:23;PASEO. ERMITA DEL SANTO;71;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07;
2019S022944;04/06/2019;19:50;CALL. CASTILLO DE MADRIGAL DE LAS ALTAS TORRES;9;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 6 A 9 AÑOS;Hombre;07;
2019S022870;04/06/2019;8:15;CALL. MONASTERIO DE SAMOS;18;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Mujer;02;
2019S023033;05/06/2019;19:25;CALL. SERRANO;1;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;02;
2019S023014;05/06/2019;15:21;PASEO. INFANTA ISABEL / AVDA. CIUDAD DE BARCELONA;-;RETIRO;Colisión múltiple;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;02;
2019S023089;05/06/2019;15:15;CALL. GRAN VIA / CALL. ALCALA;-;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S022968;05/06/2019;7:50;CALLE JOAQUIN TURINA-CALLE SITIO DE EL ESCORIAL;-;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;14;
2019S022968;05/06/2019;7:50;CALLE JOAQUIN TURINA-CALLE SITIO DE EL ESCORIAL;-;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;DE 40 A 44 AÑOS;Mujer;07;
2019S023533;06/06/2019;20:45;AVDA. POBLADOS;41;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02;
2019S023497;07/06/2019;20:05;CALL. JAVIER DE MIGUEL;113;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;03;
2019S023273;07/06/2019;15:45;CALL. OCA / CALL. GENERAL RICARDOS;-;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07;
2019S023173;07/06/2019;12:45;AVDA. RAFAEL ALBERTI / CALL. EXTREMEÑOS;-;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;01;
2019S023549;07/06/2019;8:15;CALL. PLEYADES;14;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;06;
2019S023349;08/06/2019;21:55;CALL. SANTA MARIA LA REAL DE NIEVA;9;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;01;
2019S023355;08/06/2019;21:50;CALL. ALFONSO XII / CALL. CLAUDIO MOYANO;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;
2019S023320;08/06/2019;14:20;CALL. ARROYO DEL MONTE / PLAZA. PRADERA DEL SALCERAL;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;06;
2019S023412;09/06/2019;21:40;GTA. BILBAO / CALL. FUENCARRAL;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;
2019S023512;10/06/2019;21:42;AVDA. MIRAFLORES;54;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;
2019S023517;10/06/2019;20:08;CALL. DOCTOR RAMON CASTROVIEJO;5;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;02;
2019S023455;10/06/2019;9:45;CALL. SAN EPIFANIO;7;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Mujer;;
2019S023594;11/06/2019;19:55;CÑADA. REAL GALIANA;4;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;01;
2019S023601;11/06/2019;19:38;CALL. GENERAL LACY / CALL. ANCORA;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;01;
2019S023587;11/06/2019;15:07;CALL. MARQUESA DE TORRECILLA / CALL. MISTERIOS;-;CIUDAD LINEAL;Colisión frontal;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;07;
2019S024318;12/06/2019;21:40;RONDA. SUR;129;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;06;
2019S023694;12/06/2019;19:40;CALL. SANTA ENGRACIA;141;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S023692;12/06/2019;18:30;CALL. IRUN / CALL. CADARSO;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;06;
2019S023844;13/06/2019;22:16;CALL. JORGE JUAN / CALL. FERNAN GONZALEZ;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;
2019S023732;13/06/2019;21:35;CALL. JACOMETREZO;15;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;DESCONOCIDA;;;
2019S023732;13/06/2019;21:35;CALL. JACOMETREZO;15;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 0 A 5 AÑOS;Mujer;02;
2019S024149;13/06/2019;20:38;AVDA. MONASTERIO DE SILOS;90;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;
2019S023734;13/06/2019;20:35;GTA. SANTUARIO DE TISCAR;0;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;
2019S023774;13/06/2019;10:50;CALL. MAQUEDA;66;LATINA;Otro;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;
2019S023655;13/06/2019;9:20;PASEO. PRADO / CALL. ALCALA;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S023943;14/06/2019;23:55;PASEO. VIRGEN DEL PUERTO;45;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S023993;14/06/2019;10:50;AUTOV. M-607, +01500E;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Mujer;05;
2019S023993;14/06/2019;10:50;AUTOV. M-607, +01500E;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Mujer;07;
2019S023766;14/06/2019;9:25;CALL. EMBAJADORES, 330  FRENTE ENTRADA CAJA MÁGIA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;02;
2019S023770;14/06/2019;8:50;PLAZA. ELIPTICA;1;USERA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S023783;14/06/2019;0:15;GTA. RUIZ JIMENEZ / CALL. SAN BERNARDO;-;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;01;
2019S023917;15/06/2019;16:40;PASEO. GENERAL MARTINEZ CAMPOS;53;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S023869;15/06/2019;11:47;CALL. VILLAVICIOSA;36;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;01;
2019S023851;15/06/2019;3:55;CALL. RIOS ROSAS / CALL. PONZANO;-;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;
2019S023979;16/06/2019;23:00;CALL. SEGOVIA / RONDA. SEGOVIA;-;CENTRO;Otro;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;
2019S024340;17/06/2019;20:45;AVDA. BETANZOS;37;FUENCARRAL-EL PARDO;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S024007;17/06/2019;10:40;CALL. BRAVO MURILLO;226;TETUÁN;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S023995;17/06/2019;8:50;PLAZA. SAN JUAN DE LA CRUZ / PASEO. CASTELLANA;-;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06;
2019S024197;18/06/2019;12:30;PQUE. VALDEBERNARDO;0;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;02;
2019S024333;19/06/2019;14:25;AVDA. BETANZOS;22;FUENCARRAL-EL PARDO;Alcance;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;
2019S024294;19/06/2019;10:30;AVDA. MONASTERIO DE EL ESCORIAL / AVDA. SANTUARIO DE VALVERDE;-;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DESCONOCIDA;;;
2019S024208;19/06/2019;0:14;CALL. EMBAJADORES / CALL. LABRADORES;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;14;
2019S024417;20/06/2019;17:27;CALL. SAN TELESFORO;13;CIUDAD LINEAL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DESCONOCIDA;;;
2019S024426;21/06/2019;16:10;CALL. ELOY GONZALO / CALL. SANTISIMA TRINIDAD;-;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S024502;21/06/2019;13:05;PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS;4;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;01;
2019S024502;21/06/2019;13:05;PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS;4;ARGANZUELA;Caída;Despejado;Bicicleta;Peatón;DE 65 A 69 AÑOS;Mujer;14;
2019S024373;21/06/2019;0:40;PLAZA. EMPERADOR CARLOS V;8;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;
2019S024530;22/06/2019;19:50;CALL. SERRANO;84;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;07;
2019S024530;22/06/2019;19:50;CALL. SERRANO;84;SALAMANCA;Caída;Despejado;Bicicleta;Peatón;DE 35 A 39 AÑOS;Hombre;14;
2019S024666;22/06/2019;18:40;CALL. ALCALA;317;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01;
2019S024749;23/06/2019;20:15;AVDA. CORDOBA;21;USERA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01;
2019S024613;23/06/2019;20:00;CALL. VIRGEN DE LA ALEGRIA;21;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;03;
2019S024612;23/06/2019;18:00;CALL. BRAVO MURILLO;246;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;05;
2019S024639;23/06/2019;9:15;PASEO. PONTONES / CALL. COBOS DE SEGOVIA;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;05;
2019S024575;23/06/2019;7:25;AVENIDA DE LA GAVIA-AVENIDA DEL MAYORAZGO;-;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;
2019S024691;24/06/2019;19:30;CALL. RAIMUNDO FERNANDEZ VILLAVERDE;54;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;03;
2019S024720;25/06/2019;4:30;CALL. JOSE ABASCAL / CALL. FERNANDEZ DE LA HOZ;-;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S024853;26/06/2019;19:40;PLAZA. INDEPENDENCIA;8;RETIRO;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;
2019S024842;26/06/2019;17:06;PASEO. INFANTA ISABEL;4;RETIRO;Colisión fronto-lateral;;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14;
2019S024896;26/06/2019;16:20;CALL. CRISTOBAL BORDIU;39;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;
2019S025019;27/06/2019;20:15;CALL. TOMAS BRETON;2;ARGANZUELA;Colisión fronto-lateral;;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;
2019S024946;27/06/2019;8:38;CALL. LEONOR LOPEZ DE CORDOBA / AUTOV. M-40;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 70 A 74 AÑOS;Hombre;07;
2019S025299;28/06/2019;23:00;CALL. MARCELO USERA;1;USERA;Atropello a persona;Despejado;Bicicleta;Conductor;DESCONOCIDA;;;
2019S025299;28/06/2019;23:00;CALL. MARCELO USERA;1;USERA;Atropello a persona;Despejado;Bicicleta;Peatón;MAYOR DE 74 AÑOS;Mujer;01;
2019S025095;28/06/2019;21:00;CALL. BRAVO MURILLO;231;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02;
2019S025093;28/06/2019;20:00;AVDA. MAYORAZGO / CALL. CINCOVILLAS;-;VILLA DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;
2019S025524;28/06/2019;13:37;CALL. RAFAEL BERGAMIN; 20A;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;02;
2019S024986;28/06/2019;11:15;CALL. PUEBLA / CALL. BARCO;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;02;
2019S024979;28/06/2019;11:00;CALL. SAN BERNARDO;83;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;01;
2019S026512;29/06/2019;19:20;PQUE. MADRID RIO / GTA. PUENTE DE SEGOVIA;-;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;02;
2019S025170;29/06/2019;16:45;CALL. GENERAL RICARDOS;18;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;14;
2019S025170;29/06/2019;16:45;CALL. GENERAL RICARDOS;18;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;DE 35 A 39 AÑOS;Hombre;07;
