id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13730515,APARTMENT 2 DORMITORIOS EN MADRID RIO,80312544,Almudena,Arganzuela,Imperial,40.40562,-3.72126,Entire home/apt,80,7,6,2019-06-26,0.18,1,175
13730706,"ÁTICO con TERRAZA en calle ATOCHA, con ascensor",30256733,Juan,Centro,Cortes,40.41299,-3.69836,Entire home/apt,68,2,110,2019-06-25,3.19,3,238
13731183,Stylish apartment in the heart of Chueca,1625657,Matias,Centro,Justicia,40.42301,-3.70009,Entire home/apt,80,2,124,2019-07-04,3.38,3,277
13731727,APARTAMENTO MADRID CENTRO ATOCHA,69009447,Ricardo,Centro,Embajadores,40.40998,-3.69614,Entire home/apt,80,1,319,2019-07-08,8.68,6,143
13732070,Piso cerca centro 2 acogedor habitacion individual,78913351,Miguel,Arganzuela,Delicias,40.4001,-3.69758,Private room,25,4,1,2017-06-06,0.04,5,89
13732505,"Piso cerca centro 4 acogedor, habitacion  2 camas",78913351,Miguel,Arganzuela,Delicias,40.39973,-3.69714,Private room,25,4,0,,,5,88
13732593,Piso cerca centro 1 acogedor habitacion individual,78913351,Miguel,Arganzuela,Delicias,40.3999,-3.69728,Private room,18,4,0,,,5,89
13735263,ático bien comunicado,80383703,Ana Isabel,Puente de Vallecas,San Diego,40.39203,-3.66529,Entire home/apt,70,2,54,2019-06-16,1.65,1,328
13736678,Charming and modern loft near city centre,24721783,Marijo,Tetuán,Bellas Vistas,40.45349,-3.70708,Entire home/apt,60,2,0,,,2,0
13737575,Tranquilidad en centro Castizo-Bohemio madrileño,14967128,Fernando,Centro,Palacio,40.41036,-3.71203,Entire home/apt,70,3,0,,,1,88
13737712,THE BEST APARTMENT IN DOWNTOWN (WIFI & A/C),45543320,Patricia,Centro,Embajadores,40.40733,-3.7038,Entire home/apt,50,1,189,2019-06-18,5.14,25,353
13739130,Como en casa,54223695,Alba,Puente de Vallecas,San Diego,40.39521,-3.66847,Private room,15,3,3,2016-08-09,0.08,1,0
13739272,CONFORTABLE HOLIDAY STUDIO  IN THE CENTER MADRID,49888648,Isabel,Centro,Embajadores,40.40827,-3.70287,Entire home/apt,50,2,147,2019-07-07,4.00,3,354
13740681,Habitación Amplia con cama de matrimonio (doble),80439881,Luis,Tetuán,Cuatro Caminos,40.45556,-3.69671,Private room,21,2,1,2016-07-18,0.03,1,0
13742229,Single room close to the city center,6504107,Valeria,Salamanca,Lista,40.43276,-3.67931,Private room,55,2,18,2018-04-15,0.68,2,8
13744404,Fantastic loft  in the Madrid City Heart.,80473977,Urbantec,Centro,Palacio,40.41808,-3.71051,Entire home/apt,45,2,114,2019-06-17,5.11,17,22
13744939,Center! Nice room in the art quarter of the center,80486475,Paulina,Centro,Cortes,40.41227,-3.6948,Private room,17,1,6,2016-07-19,0.16,1,0
13744974,Buhardilla en la Latina-Central Attic Bedroom,27320546,Isabel,Centro,Palacio,40.40864,-3.71198,Private room,25,1,0,,,1,0
13745016,Bonito y céntrico piso. Hasta 4 pax,1175985,Scherezade,Arganzuela,Imperial,40.41189,-3.7196,Entire home/apt,50,2,10,2016-11-13,0.28,1,0
13746879,"Estupenda habitacion para dos, WC independiente.",4083766,Sonia,Ciudad Lineal,Costillares,40.47974,-3.66689,Private room,50,2,2,2016-07-03,0.05,2,347
13748690,Maravilloso apartamento en el centro de Madrid.,32622728,Ralph,Centro,Embajadores,40.40949,-3.69925,Entire home/apt,40,1,68,2018-01-21,1.89,1,0
13749560,PRECIOSA y CÉNTRICA habitación con BAÑO PRIVADO,70463864,Beatriz,Arganzuela,Palos de Moguer,40.40154,-3.69668,Private room,44,3,54,2019-07-01,1.47,2,108
13750696,"Apartamento en el centro!!
Gay friendly!!",8275478,Alberto,Centro,Universidad,40.42952,-3.71043,Entire home/apt,1200,1,1,2016-06-29,0.03,1,0
13751298,1-8.Las Cortes.Sol.Madrid Center. 70m2.Bright.A/C.,51176570,Mar,Centro,Cortes,40.41688,-3.69874,Entire home/apt,115,2,204,2019-07-03,5.70,6,105
13755327,Delicate and evocative in Madrid centro.Yaiza,723539,Eloisa,Centro,Embajadores,40.41105,-3.69842,Entire home/apt,58,3,77,2019-06-29,2.12,9,348
13755382,Habitación doble JULIO Y AGOSTO,73339562,Carmen,Chamberí,Rios Rosas,40.44509,-3.69697,Private room,395,1,0,,,1,364
13755533,Habitación muy confortable,69930624,Rubi,Latina,Puerta del Angel,40.41094,-3.72901,Private room,17,2,85,2019-03-22,2.44,2,159
13756256,Habitación en Malasaña (solo durante este finde),44844031,Valentín,Centro,Universidad,40.42633,-3.70688,Private room,55,1,0,,,1,0
13756542,HABITACIÓN PRIVADA/PRIVATE ROOM-BARRIO SALAMANCA,80638392,Angelica,Salamanca,Lista,40.43078,-3.67792,Private room,16,1,52,2019-06-19,1.43,1,73
13756926,ROOM VIP FOR RENT NEAR SOL OF MADRID,45745512,Zuly,Centro,Sol,40.4183,-3.70763,Private room,22,2,15,2019-01-12,0.41,4,51
13759249,Habitación doble con baño propio en C/Fuencarral,11286710,Edu,Centro,Universidad,40.4287,-3.70383,Private room,45,2,13,2018-02-19,0.48,1,0
13759991,Apartment Diego de León I,32046323,Juan,Salamanca,Castellana,40.43523,-3.6845,Entire home/apt,181,30,0,,,87,342
13760545,Sophisticated apartment in Centro Colón,32046323,Juan,Centro,Justicia,40.42429,-3.69264,Entire home/apt,206,30,0,,,87,280
13760792,Apto. en zona SOL -PLAZA MAYOR,42148999,Marta,Centro,Sol,40.4163,-3.70555,Entire home/apt,98,1,285,2019-07-02,7.76,2,283
13761034,"Habitacion doble en Ventas, Madrid",80679003,Moraima,Ciudad Lineal,Ventas,40.426,-3.65718,Private room,90,2,0,,,3,179
13762072,OUSTANDING APARTMENT- Plaza de la Paja,24360738,Fernando,Centro,Palacio,40.41324,-3.71216,Entire home/apt,115,3,62,2019-06-26,1.80,1,223
13762309,"Loft gigante en Madrid Río, 2 dormit dobles",33049567,José,Carabanchel,San Isidro,40.40281,-3.72373,Entire home/apt,85,6,21,2019-03-20,0.59,7,209
13765554,"NICE ROOM TO ENJOY MADRID, CLOSE TO THE CENTER",74178457,Angela,Moncloa - Aravaca,Argüelles,40.43058,-3.72178,Private room,30,6,0,,,5,364
13766387,"NICE ROOM TO ENJOY MADRID, CLOSE TO THE CENTER",74178457,Angela,Moncloa - Aravaca,Argüelles,40.42973,-3.72001,Private room,30,6,0,,,5,89
13772843,Luxury apartment Downtown Madrid,48754379,Kinan,Centro,Justicia,40.42751,-3.70116,Private room,100,1,22,2019-06-30,0.62,1,365
13772944,Malasaña. 2bedrooms & 2bathrooms. 68 m2 Utiles!!!!,59577568,Gema,Centro,Universidad,40.42867,-3.703,Entire home/apt,115,60,20,2019-05-10,0.58,1,219
13772954,Habitación en Carabanchel,57292198,Aldo,Carabanchel,Vista Alegre,40.3856,-3.74555,Private room,10,1,1,2016-07-06,0.03,1,0
13773689,Beautiful apartment in the heart of Madrid,69324698,Ana,Centro,Embajadores,40.41258,-3.69997,Entire home/apt,98,2,177,2019-06-23,4.82,4,38
13774719,Bedroom in Malasaña with double bed and balcony.,80852131,Noa,Centro,Universidad,40.42731,-3.70354,Private room,45,4,45,2019-06-11,1.24,3,176
13775292,Habitación Privada en Quintana a 100 mts del Metro,37553921,David,Ciudad Lineal,Ventas,40.43199,-3.65043,Private room,12,15,10,2018-09-15,0.27,2,191
13776578,Habitacion con baño - Room with bathroom,80868810,Roberto,Latina,Puerta del Angel,40.4082,-3.73033,Private room,35,5,3,2017-09-17,0.09,1,251
13777389,Piso de 2 dormitorios y 2 baños en Madrid Lavapies,5756870,Benjamin,Centro,Embajadores,40.40804,-3.70449,Entire home/apt,60,3,0,,,1,0
13777565,Habitación en Madrid,57944144,Nicolás,Salamanca,Lista,40.43097,-3.67141,Private room,10,5,0,,,1,0
13778954,Habits,80679003,Moraima,Ciudad Lineal,Ventas,40.42659,-3.65943,Private room,25,3,13,2019-06-02,0.39,3,179
13781568,FREE WiFi Downtown Madrid Centro Studio Malasaña,27526991,Leticia Y Fer,Centro,Universidad,40.42625,-3.70265,Entire home/apt,96,1,73,2019-06-12,2.00,43,333
13782786,TRENDY CHIC ROOM RETIRO PARK,31681692,Rocio,Retiro,Ibiza,40.41905,-3.67644,Private room,45,5,0,,,13,344
13783643,Habitación Chueca,80946832,Estrategias,Centro,Justicia,40.42124,-3.70003,Private room,150,3,1,2016-09-07,0.03,2,90
13785918,Apartment in Madrid central,80972004,Sergei,Centro,Embajadores,40.40944,-3.70395,Entire home/apt,43,3,5,2017-03-27,0.14,1,0
13790852,PRECIOSO APARTAMENTO EN EL CENTRO,81039689,Gerar,Centro,Palacio,40.41038,-3.70913,Entire home/apt,65,365,1,2016-09-07,0.03,1,365
13792460,"Cozy flat in Moncloa, sunny, street view",77691762,Manuel,Chamberí,Gaztambide,40.43643,-3.71611,Entire home/apt,99,6,25,2017-07-12,0.73,1,339
13792962,apartamento zona goya,81061442,Ignacio,Salamanca,Goya,40.4277,-3.67347,Private room,25,1,0,,,1,0
13794371,Apartamento Las Letras,81077534,Nina,Centro,Cortes,40.41233,-3.69547,Entire home/apt,80,3,1,2016-09-29,0.03,1,0
13795664,"Habitación privada en Ventas,Madrid",80679003,Moraima,Ciudad Lineal,Ventas,40.42688,-3.65861,Private room,25,3,16,2019-06-20,0.44,3,179
13799102,Duplex Puerta del Sol,53419760,Mario,Centro,Sol,40.41446,-3.70555,Entire home/apt,48,2,74,2019-06-21,2.09,5,148
13799267,Piso  Calle Ángel Múgica 2 (Barrio de Begoña).60m2,81135107,Juan,Fuencarral - El Pardo,Valverde,40.48584,-3.68622,Entire home/apt,75,1,35,2019-06-02,0.98,1,102
13800259,Exclusivo apartamento lujo junto al Palacio Real,81148178,José Manuel,Centro,Palacio,40.41875,-3.70858,Entire home/apt,150,4,6,2019-04-28,0.22,1,264
13805820,Acogedor Apartamento muy bien conectado en Madrid,81225691,Enrique,Salamanca,Guindalera,40.4384,-3.67394,Entire home/apt,60,1,1,2019-07-07,1,1,308
13809150,"Cozy apartment in Serrano, Madrid.",25072048,Zeek,Salamanca,Castellana,40.43029,-3.68515,Entire home/apt,175,1,0,,,2,364
13810790,HABITACIÓN IDEAL,81285009,Julia,Arganzuela,Chopera,40.3914,-3.69532,Private room,30,15,0,,,1,0
13810907,"APT RETIRO2,Madrid,Centro,Capacidad 6 Personas",78835517,Helen,Retiro,Pacífico,40.40393,-3.68093,Entire home/apt,60,1,133,2019-06-28,3.73,2,188
13811808,apartamento 2 habitaciones en pleno centro,72033887,Carmen,Centro,Embajadores,40.41005,-3.6962,Entire home/apt,50,1,10,2016-08-24,0.28,1,0
13814652,Comfortable room with terrace in Barrio Salamanca,2217863,Fabio,Salamanca,Castellana,40.43527,-3.68098,Private room,29,1,5,2016-10-02,0.14,1,0
13814821,Habitación privada Excelente ubicación. Madrid,81342377,Amanda,Chamberí,Arapiles,40.43314,-3.70889,Private room,18,2,6,2019-06-02,0.17,2,303
13817195,Habitación doble en una zona ideal y tranquila.,81382061,Itxaro,Chamartín,Nueva España,40.46013,-3.67618,Private room,35,2,86,2019-07-04,2.50,1,105
13818123,Habitación privada con 2 camas dobles en Gran Via,34598812,Maroco,Centro,Justicia,40.42025,-3.69984,Private room,30,1,10,2019-06-12,0.31,12,6
13818220,"Luxurious House, Commercial Area. By the Subway",81394826,Miriam,Salamanca,Goya,40.4265,-3.66994,Entire home/apt,90,2,14,2018-12-10,0.51,1,283
13818564,Hab. Privada con 2 camas singles en Gran Vía,34598812,Maroco,Centro,Justicia,40.42017,-3.70014,Private room,25,1,44,2019-06-21,1.23,12,6
13818780,Hab. privada con cama doble y balcón (Gran Vía),34598812,Maroco,Centro,Justicia,40.42068,-3.69966,Private room,25,1,3,2019-05-15,0.15,12,6
13819902,♡Sunny & Spacious Bedroom in central Madrid♡,12349871,María,Centro,Universidad,40.42667,-3.7045,Private room,30,1,6,2016-12-17,0.17,1,0
13820541,Preciosa casa con piscina dentro de Madrid,886570,Matilde,Chamartín,Hispanoamérica,40.45613,-3.66516,Private room,70,1,0,,,1,0
13823481,Acogedor piso recién reformado junto a Atocha,16517500,Gonzalo,Arganzuela,Palos de Moguer,40.40216,-3.69026,Entire home/apt,70,3,57,2019-07-08,1.57,1,8
13825238,Estudio de 40m perfecto para parejas,20751539,Sergio,Puente de Vallecas,Numancia,40.40217,-3.66272,Entire home/apt,30,4,0,,,1,0
13827516,"Habitación Rent,Apartamento 40M2, Cerca de Atocha",57582755,Edgar,Puente de Vallecas,San Diego,40.39527,-3.67108,Private room,17,1,171,2019-06-19,4.99,1,149
13828104,Atico muy luminoso con bonita terraza,60410965,Raul,Arganzuela,Palos de Moguer,40.40339,-3.70007,Entire home/apt,40,3,3,2016-08-25,0.08,1,0
13829247,Swimming pool and two terraces in Madrid's center!,66597272,Gabriel Asdrúbal,Arganzuela,Acacias,40.40249,-3.70708,Entire home/apt,240,2,7,2017-08-18,0.20,3,0
13831115,Apartment in Mercado de San Miguel,81562865,Ejessie,Centro,Sol,40.41538,-3.70828,Entire home/apt,185,4,0,,,1,0
13832164,ROOM IN THE HEART OF LAVAPIES,81577110,Ruben,Centro,Embajadores,40.40878,-3.69841,Private room,16,5,5,2018-07-08,0.23,1,0
13834360,Great apartment in the center of Madrid,79270721,Dayana,Centro,Embajadores,40.41069,-3.70616,Entire home/apt,75,1,21,2019-06-13,0.58,6,294
13834763,Great Studio  in Madrid,79270721,Dayana,Centro,Embajadores,40.41059,-3.70459,Entire home/apt,50,1,2,2018-08-02,0.06,6,300
13835150,"Private Bright Room, Madrid Atocha (Centre), Wifi",20437708,Ramón,Centro,Embajadores,40.40938,-3.70031,Private room,21,3,10,2016-12-02,0.28,3,0
13836282,"better price, comfortable room",81615203,Ana,Puente de Vallecas,San Diego,40.38869,-3.66698,Private room,21,2,93,2019-02-17,2.71,1,190
13837974,"Acogedor/Cozy apartment in calle Pez, Malasaña",81637967,Diego,Centro,Universidad,40.42271,-3.70582,Entire home/apt,90,2,178,2019-06-18,5.51,1,218
13841176,HABITACIÓN PRIVADA  triple EN PLAZA ESPAÑA,2419618,Luis,Centro,Palacio,40.42083,-3.71206,Private room,45,1,20,2019-06-10,0.55,8,365
13841899,Single room with balcony & extra sofabed (+10€/D),81682959,Luis,Carabanchel,Comillas,40.39249,-3.70836,Private room,25,3,9,2019-06-02,0.36,1,72
13842460,Apartamento en Oropesa del Mar céntrico,81681991,Juan Vicente,Chamartín,Prosperidad,40.44368,-3.66897,Entire home/apt,40,15,0,,,1,0
13850986,"Gorgeous big room in Gran Via, heart of Madrid!",13992061,Gabriela,Centro,Universidad,40.42274,-3.70218,Private room,50,7,21,2018-04-22,0.60,2,12
13851165,Fantastic Loft in beautiful Madrid,6784123,Carmen,Chamberí,Rios Rosas,40.44085,-3.69539,Private room,20,1,0,,,1,0
13852210,LOFT IN DOWNTOWN WITH A/C. MADRID CENTER,14626191,Andrea Y Daniel,Centro,Cortes,40.41383,-3.70152,Entire home/apt,57,3,187,2019-06-26,5.10,10,128
13852472,DELICIOSO Y TRANQUILO RINCON A 2 PASOS DEL CENTRO,81140224,Lucía,Chamartín,Ciudad Jardín,40.45128,-3.67126,Private room,60,4,1,2018-04-22,0.07,2,147
13854377,"Sunny B&B. Near Terraces,restaurants and Market.",81834320,Helena,Tetuán,Castillejos,40.45973,-3.69412,Private room,26,1,5,2016-10-30,0.15,1,0
13857625,Ático para disfrutar de Madrid,79113388,Cristina,Carabanchel,San Isidro,40.39563,-3.73558,Entire home/apt,50,5,0,,,1,0
13858821,Habitación MATRIMONIO baño en SUITE piso de LUJO.,70463864,Beatriz,Arganzuela,Palos de Moguer,40.40248,-3.69709,Private room,55,3,65,2019-06-15,1.82,2,343
13859359,APARTAMENTO RÍO - TRANQUILO,81886881,Juan,Moncloa - Aravaca,Casa de Campo,40.42516,-3.7287,Entire home/apt,60,5,4,2018-12-10,0.26,3,292
13860105,Single Room at Center / Habitación Individual,76707968,Christian,Centro,Embajadores,40.40875,-3.70433,Private room,20,1,1,2016-07-11,0.03,2,0
13860850,PRIVATE ROOM IN MADRID. ROOM 3,45900036,Miguel,Latina,Aluche,40.39665,-3.76283,Private room,20,3,6,2018-12-22,0.37,3,334
13870115,"Cozy Studio in the center, near metro - Chamberi",70547446,Nacho,Chamberí,Vallehermoso,40.4419,-3.70724,Entire home/apt,54,4,10,2017-09-17,0.30,1,0
13870366,Beautiful sunny flat in the heart of La Latina,82027720,Melody,Centro,Embajadores,40.40806,-3.7091,Entire home/apt,65,6,24,2019-06-09,0.73,1,0
13870496,舒适,82028822,Elisa,Usera,San Fermín,40.36905,-3.69367,Private room,30,1,0,,,1,0
13870774,Room with private bathroom in Atocha,82031797,Jorge,Retiro,Pacífico,40.40412,-3.67479,Private room,30,1,0,,,1,24
13871896,Apartamento ideal en el centro de Madrid,82042954,Andrés,Centro,Embajadores,40.40905,-3.69758,Entire home/apt,30,1,10,2016-09-24,0.28,1,0
13872167,Private room in Penthouse,21702761,José,Arganzuela,Palos de Moguer,40.40099,-3.69296,Private room,65,1,0,,,2,0
13873968,Beautiful balcony room in the centre,82063419,Richard,Centro,Universidad,40.42664,-3.70252,Private room,24,1,171,2019-06-14,4.80,1,59
13874329,RENOVATED STUDIO IN LA LATINA-AIR CONDIT. WIFI,60088973,Enrique,Centro,Embajadores,40.40801,-3.70879,Entire home/apt,60,3,107,2019-06-26,3.10,6,280
13874765,Outstanding 2BD 2BTH- Malasaña,82071768,Blasc Gestion SL,Centro,Universidad,40.42734,-3.70339,Entire home/apt,145,2,108,2019-07-06,3.09,1,141
13877251,estudio centro madrid 3,63266721,Pastora,Centro,Palacio,40.41092,-3.70974,Entire home/apt,45,1,0,,,2,0
13880039,Lovely apartment in Lavapies with private terrace,12481365,Olga Y Oleg,Centro,Embajadores,40.40997,-3.70158,Entire home/apt,85,2,185,2019-06-16,5.09,3,157
13887762,Apartment 3BDR for 6PAX MADRID,42763400,Pilar,Ciudad Lineal,Quintana,40.43976,-3.63812,Entire home/apt,60,3,50,2019-07-05,1.58,1,137
13889596,"Room in Moncloa, Madrid center",6142997,Marcos,Chamberí,Arapiles,40.43564,-3.70618,Private room,13,14,0,,,7,207
13890089,Moderno y céntrico loft!,48153249,Mariangel,Centro,Universidad,40.42318,-3.70286,Entire home/apt,45,4,118,2019-06-30,3.27,1,16
13890249,CHIC & PRECIADOS *Luxury*,35447033,Irene,Centro,Sol,40.41934,-3.70623,Entire home/apt,105,3,110,2019-07-02,3.03,3,133
13892731,Diseño en Atocha,29053317,Doris Y Ángeles,Arganzuela,Palos de Moguer,40.40331,-3.69219,Entire home/apt,85,2,46,2019-06-07,1.26,7,111
13892888,Cozy doble Room 2p in the heart of MALASAÑA !,13810104,Monica,Centro,Universidad,40.42597,-3.70386,Private room,95,2,7,2019-06-03,0.19,1,365
13893039,apartamento en centro de madrid,11512748,James Andres,Centro,Universidad,40.42681,-3.7043,Entire home/apt,30,2,31,2018-05-16,0.86,1,0
13893953,MODERN APARTMENT LUNA ( WIFI+AC),82303365,Oscar,Centro,Universidad,40.42301,-3.70519,Entire home/apt,90,2,4,2017-12-17,0.12,1,365
13897721,Cozy house with air-conditioning in quiet area,14785920,Jose,Usera,San Fermín,40.37892,-3.6921,Private room,17,2,179,2019-06-24,4.92,2,96
13898235,QUIET APARTMENT GRAN VÍA - WIFI,18034966,Maria Luisa,Centro,Universidad,40.421,-3.70319,Entire home/apt,70,2,5,2019-03-03,0.15,2,365
13898576,Apartamento Estudio en el centro de madrid,31191634,Katiuska,Centro,Universidad,40.42057,-3.70621,Entire home/apt,40,2,78,2019-06-21,2.71,2,111
13898710,Heima Homes Puerta del Sol - Palacio Real (cinema),23603298,Heima,Centro,Palacio,40.41992,-3.7094,Entire home/apt,445,1,69,2019-06-13,1.91,8,293
13898895,PRECIOSA CASA CON BUENAS CONEXIONES,47830215,Rocio,Arganzuela,Delicias,40.39653,-3.68953,Entire home/apt,60,1,0,,,2,0
13899378,ALOJAMIENTO ECONOMICO,25601630,Nancy,Latina,Puerta del Angel,40.41313,-3.72882,Private room,30,30,7,2017-09-26,0.20,4,329
13904716,Family home with charm - Gaztambide,32046323,Juan,Chamberí,Gaztambide,40.43062,-3.71446,Entire home/apt,207,7,2,2018-10-28,0.06,87,347
13905353,PE5 Private room with 2 beds + WIFI,61040597,Johanna,Latina,Puerta del Angel,40.4107,-3.73889,Private room,20,1,75,2019-04-07,2.11,6,97
13907852,Apartamento de 90m en la Plaza del Dos de Mayo.,82465896,Mahe,Centro,Universidad,40.42661,-3.70309,Entire home/apt,90,3,75,2019-03-04,2.18,1,7
13907969,APARTAMENTO LATINA -WIFI,26072216,Nines,Centro,Palacio,40.41024,-3.71144,Entire home/apt,320,3,2,2017-10-19,0.07,2,365
13910164,Muy Cómodo Loft / Very comfortable Loft,81438899,Eukaris,Carabanchel,Comillas,40.39418,-3.70968,Entire home/apt,35,2,155,2019-06-26,4.26,2,81
13910447,Lovely & Sunny Apartment @ OPERA MADRID,4772190,Natalia,Centro,Palacio,40.41786,-3.70978,Entire home/apt,80,3,106,2019-07-08,3.06,1,130
13911480,Bright flat close to Retiro Park!,44325982,Jillian,Salamanca,Goya,40.42229,-3.67465,Private room,11,5,0,,,1,0
13912466,Lo más bello y acogedor del Barrio de Salamanca,4630691,Daniela,Salamanca,Castellana,40.43101,-3.68496,Entire home/apt,65,5,0,,,1,0
13916899,"Letras Vintage, 6 people, 60 sq.m, 2 bedrooms",4190343,Ramon,Centro,Cortes,40.41519,-3.70026,Entire home/apt,95,2,189,2019-06-06,5.32,21,304
13921775,NUEVO: PUERTA DEL SOL. CENTER,29053317,Doris Y Ángeles,Centro,Sol,40.41632,-3.70795,Entire home/apt,125,2,140,2019-06-03,3.88,7,277
13923066,"LOVELY LOFT heart of Madrid, calle Hernán Cortés",31143239,Javier,Centro,Justicia,40.424,-3.7003,Entire home/apt,85,5,7,2017-02-27,0.20,1,255
13923665,"Madrid Centro
Palacio",39578306,Rosa,Centro,Palacio,40.41607,-3.71001,Entire home/apt,115,1,0,,,1,0
13924446,Hello Madrid @ ATOCHA,2418186,Begoña,Arganzuela,Palos de Moguer,40.40431,-3.6978,Entire home/apt,55,3,52,2018-08-22,1.45,1,227
13925184,Cosy apartment in Lavapiés!,82696503,Rem Y Suany,Centro,Embajadores,40.40868,-3.70016,Private room,27,2,169,2019-07-09,4.76,2,10
13925623,Santa Ana private room in the heart of Madrid,28968176,Daniela,Centro,Cortes,40.4139,-3.70133,Private room,45,2,166,2019-07-07,4.68,2,237
13927392,PLAZA MAYOR deluxe apartment (VIPSTAYMADRID),51647919,Jose Luis,Centro,Sol,40.4143,-3.70768,Entire home/apt,225,2,114,2019-05-28,3.29,5,95
13929947,Maravilloso apartamento  Plaza  España con parking,82770913,Julio Cesar,Centro,Universidad,40.42563,-3.71048,Entire home/apt,140,2,22,2019-07-07,0.67,1,355
13931820,Habitacion en Cuatro Caminos,41181513,Clara,Chamberí,Rios Rosas,40.44534,-3.69915,Private room,13,3,0,,,1,0
