id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13491442,Apartment in La Latina,77314309,Zigor,Centro,Palacio,40.41332,-3.71362,Entire home/apt,40,2,10,2018-01-05,0.28,1,0
13498924,"Cozy, bright and peaceful flat in Arturo Soria",28303850,Rafael,Ciudad Lineal,Colina,40.45708,-3.66194,Entire home/apt,75,4,30,2019-02-19,0.82,1,115
13499497,Spacious Room in the Heart of Chueca,2805356,Tom,Centro,Justicia,40.42365,-3.69653,Private room,60,2,5,2016-09-08,0.13,1,0
13499800,CHARMING DUPLEX-MUSEUMS AREA,60088973,Enrique,Centro,Embajadores,40.41099,-3.69829,Entire home/apt,75,3,59,2019-06-01,1.60,6,234
13501169,Luxury Apart. with fantastic views to Royal Palace,6365055,Ana & Ricardo,Moncloa - Aravaca,Argüelles,40.42125,-3.71517,Entire home/apt,155,3,85,2019-06-24,2.29,4,75
13501235,APARTMENT TURISTIC 33 GRAN VIA PUERTA DE SO CENTRO,5542111,Melvin Enrique,Centro,Universidad,40.42267,-3.70256,Private room,48,1,122,2019-07-03,3.45,59,301
13502986,APARTMENT TURISTIC 34 GRAN VIA PUERTA DE SOL CENTR,5542111,Melvin Enrique,Centro,Universidad,40.42218,-3.70295,Private room,45,1,144,2019-06-28,4.04,59,350
13505620,Bonito apto. en Madrid Centro. Noviciado.,7494574,Grk,Centro,Universidad,40.42568,-3.70617,Entire home/apt,260,2,7,2019-06-02,0.19,1,3
13509045,Elegant apartment near the Royal Palace,38221650,Beatriz Y Javier,Centro,Palacio,40.42038,-3.71317,Entire home/apt,62,20,93,2019-07-03,2.53,1,225
13509563,Barrio de las Letras. Centro de Madrid,77532798,Hermanos García,Centro,Cortes,40.4131,-3.69902,Entire home/apt,99,2,149,2019-07-03,4.24,3,78
13510273,Apartamento en Malasaña-Madrid,6191153,Ruben,Centro,Universidad,40.42133,-3.70511,Entire home/apt,65,1,0,,,1,0
13514125,Habitación Centro Madrid,24239436,Gisselle,Centro,Cortes,40.41223,-3.69569,Private room,16,2,188,2019-07-10,5.42,4,265
13514454,HABITACIÓN PRIVADA PARA DOS EN EL CENTRO - PLAZA MAYOR,41179753,Ivan & Alejandro,Centro,Sol,40.41493,-3.70816,Private room,50,2,185,2019-06-15,5.00,1,63
13517151,Duplex de diseño,77634004,Elisa,Salamanca,Guindalera,40.43727,-3.67156,Entire home/apt,90,3,81,2019-06-23,2.21,2,67
13517599,GRAN CASA /6 PERSONAS/CENTRO CERCA,49149339,Airbnb,Puente de Vallecas,Numancia,40.39172,-3.6553,Entire home/apt,80,2,55,2019-06-23,1.50,2,282
13518810,Room in madrid  1,48051158,Leonor,Latina,Aluche,40.39128,-3.74323,Private room,21,2,20,2019-02-01,0.57,4,365
13520856,Habitación individual al lado de La Latina,45545917,Bea,Arganzuela,Imperial,40.4053,-3.71362,Private room,25,1,0,,,1,0
13521483,"Flat in Vallecas, very close to the center",25811165,Paula,Puente de Vallecas,San Diego,40.39433,-3.66819,Entire home/apt,30,2,0,,,1,0
13521641,Habitaciones en un gran area,77677204,Magdalena,Salamanca,Castellana,40.43726,-3.68389,Private room,40,1,179,2019-07-10,5.19,1,322
13523658,"Private Room near Salamanca, with A/C and WIFI",36135261,Guillermo,Salamanca,Guindalera,40.43738,-3.67509,Private room,22,2,1,2016-08-03,0.03,1,0
13525030,Double Room - Plaza Castilla,46959915,Andre,Tetuán,Almenara,40.46734,-3.69278,Private room,29,1,264,2019-06-23,7.17,3,154
13529348,VINTAGE APARTMENT RENOVATED IN THE MUSEUMS AREA,1721158,Pau&Patricia,Centro,Embajadores,40.4096,-3.69423,Entire home/apt,64,15,11,2018-12-26,0.38,2,272
13534487,Habitación privada con 2 camas dobles en Gran Vía,8124160,Flavia,Centro,Justicia,40.42044,-3.69888,Private room,30,1,55,2019-06-26,1.50,16,6
13534894,Hab. privada con cama doble y balcón (Gran Vía),8124160,Flavia,Centro,Justicia,40.42068,-3.70048,Private room,30,1,58,2019-06-20,1.57,16,6
13535203,Hab. Privada con 2 camas singles en Gran Vía,8124160,Flavia,Centro,Justicia,40.42075,-3.69971,Private room,30,1,18,2018-11-29,0.49,16,6
13535942,Hab. privada con cama doble y 2 singles (Gran Vía),34598812,Maroco,Centro,Justicia,40.42087,-3.69911,Private room,30,1,60,2019-06-26,1.62,12,3
13536092,Sky of Madrid at the town. Awesome views,77846862,Alberto,Tetuán,Cuatro Caminos,40.45131,-3.69536,Entire home/apt,52,1,10,2017-10-23,0.29,1,0
13536292,Private room with 2 single beds (Gran Via),34598812,Maroco,Centro,Justicia,40.42029,-3.69917,Private room,25,1,33,2019-06-08,0.89,12,6
13536623,Room with double and single bed and balcony,34598812,Maroco,Centro,Justicia,40.42046,-3.69911,Private room,30,1,22,2019-06-27,0.60,12,6
13536899,Enorme hab. c/2 camas dobles y balcón en Gran Vía,34598812,Maroco,Centro,Justicia,40.42041,-3.69827,Private room,30,1,68,2019-06-27,1.84,12,1
13537022,Bonito Apartamento en el Centro de Madrid,77858368,Agustin,Arganzuela,Imperial,40.40205,-3.71499,Entire home/apt,99,2,51,2019-06-16,1.38,1,0
13537738,"GOBERNADOR LUXURY LOFT, by Presidence Rentals",77420214,Presidence Rentals,Centro,Cortes,40.41227,-3.69615,Entire home/apt,159,3,64,2019-06-13,1.75,22,338
13537833,Cozy room in Madrid city!,77866527,Milena,Tetuán,Cuatro Caminos,40.44842,-3.70208,Private room,20,2,20,2017-07-03,0.54,2,300
13542732,Madrid en verano,74608678,Antea,Arganzuela,Legazpi,40.3892,-3.68802,Private room,30,1,1,2016-07-01,0.03,1,0
13543156,"Piso de lujo, garage, 2 habitaciones, piscina",3850303,Javier,Ciudad Lineal,Costillares,40.47587,-3.67177,Entire home/apt,96,8,29,2018-08-03,0.78,1,275
13543366,"Habitación Barata, Bien ubicada y Comoda.",77925594,Maria Lucrecia,Chamberí,Vallehermoso,40.44074,-3.70542,Private room,20,2,10,2019-02-06,0.27,1,0
13543664,The Heart of Madrid: Shared Room (4 Guests).,27611473,Oscar,Centro,Universidad,40.4224,-3.70832,Shared room,19,1,50,2019-05-25,1.36,3,365
13545188,Zona Argüelles _ Moncloa  Distrito Chamberí,77944258,Luis,Chamberí,Gaztambide,40.4323,-3.71346,Entire home/apt,80,3,0,,,1,0
13548493,"Coqueto piso en pleno centro de Madrid, Malasaña",19897373,Ana,Centro,Universidad,40.4235,-3.70515,Entire home/apt,60,1,0,,,1,0
13553344,Spectacular - 3 bedr/3 bath - Chromotherap Shower,22321820,Vanrays,Centro,Cortes,40.41501,-3.70182,Entire home/apt,230,3,96,2019-07-07,2.63,17,280
13553712,Habitación luminosa y tranquila,30861100,Aiala,Arganzuela,Imperial,40.40354,-3.71631,Private room,20,1,0,,,1,0
13555382,Apartamento Lavapies Calle Zurita 50m2,78069858,Javi,Centro,Embajadores,40.40854,-3.69983,Entire home/apt,35,2,1,2016-08-13,0.03,1,0
13555411,Amazing location in Madrid Center,57920288,Ariel,Centro,Embajadores,40.40728,-3.7067,Entire home/apt,50,2,94,2019-01-02,2.78,1,182
13556608,Luxury & Outstanding 3BD 2BTH- Chueca,78074170,Belén,Centro,Justicia,40.42078,-3.69632,Entire home/apt,223,2,118,2019-07-08,3.19,1,131
13557090,Ático Retiro,24065654,Reyes,Retiro,Ibiza,40.41729,-3.67751,Entire home/apt,300,2,4,2017-05-28,0.12,1,364
13558152,Apartamento acogedor zona Retiro-Atocha -WIFI,78098549,Beatrice,Retiro,Pacífico,40.40627,-3.68227,Entire home/apt,50,90,19,2019-06-09,0.52,1,353
13558723,Cosy Apartment Madrid City Centre,6922329,Marcos,Chamberí,Trafalgar,40.43116,-3.70443,Entire home/apt,80,3,31,2019-06-15,1.11,1,67
13561491,HABITACION EN ARGUELLES-MONCLOA,74178457,Angela,Moncloa - Aravaca,Argüelles,40.43058,-3.71992,Private room,30,14,2,2016-09-17,0.06,5,78
13567680,Bajo con jardín en Sanchinarro,38548201,Maria,Hortaleza,Valdefuentes,40.48899,-3.64949,Entire home/apt,110,7,0,,,1,0
13567816,"Piso muy Luminoso,habitación grande, cama grande.",78224498,Ramirez,Latina,Lucero,40.39932,-3.75045,Private room,25,4,5,2018-08-31,0.14,3,343
13568498,Habitación y terraza con encanto,50276797,Tania,Centro,Embajadores,40.41095,-3.70618,Private room,18,15,0,,,1,0
13569049,Habitación c/balcon casco antiguo,39553675,Mario,Centro,Embajadores,40.40889,-3.70619,Private room,29,2,73,2019-06-06,1.99,6,42
13573717,ESTUDIO CHAMBERI ESTANCIAS CORTAS TRABAJO ESTUDIOS,78291165,Elvira,Chamberí,Almagro,40.43686,-3.6992,Entire home/apt,50,14,56,2019-06-23,1.53,1,278
13576077,AMAZING LOCATION IN MADRID,70957033,Ana Y Alberto,Centro,Sol,40.41986,-3.70214,Private room,35,2,12,2017-09-12,0.34,2,17
13576483,2 Bedrooms Apartment Near Madrid City Centre.,63720237,Mercedes,Salamanca,Guindalera,40.43564,-3.6613,Entire home/apt,58,4,16,2019-06-26,0.44,1,148
13576656,"GREAT OFFER in Main Square of Madrid, Double Room!",78325794,Miguel Angel,Centro,Embajadores,40.41239,-3.70698,Private room,38,2,173,2019-06-30,5.00,4,347
13577712,It happens in movies. It happens here.,26435996,Lollipop Flats,Centro,Sol,40.41996,-3.70184,Entire home/apt,33,1,18,2019-06-19,0.49,13,66
13580984,Habitación individual // Single room in Argüelles,69373924,Irene,Moncloa - Aravaca,Argüelles,40.43084,-3.71895,Private room,149,1,3,2016-07-29,0.08,1,7
13582120,"COZY, LOT OF NATURAL LIGHT room nearto CITY CENTER",77920716,Ginesa,Retiro,Estrella,40.4177,-3.66766,Private room,20,2,79,2019-06-15,2.16,1,344
13583091,Habitación doble en Quevedo Madrid,78412962,María,Chamberí,Arapiles,40.43669,-3.70636,Private room,35,6,0,,,1,0
13583168,Best location in Madrid for culture and gastronomy,4627543,Andrea,Centro,Cortes,40.41201,-3.6964,Entire home/apt,50,2,19,2019-01-02,0.52,2,7
13585331,Lovely 2 bedroom flat  historic quarter of Madrid,8493224,Anne,Centro,Cortes,40.41353,-3.69762,Entire home/apt,65,2,67,2018-12-09,1.83,1,37
13585476,"",20922102,Marta,Centro,Universidad,40.42556,-3.70965,Entire home/apt,65,3,0,,,1,0
13588821,Mirrasiera penthouse apartments,22924722,Armands,Fuencarral - El Pardo,Mirasierra,40.48653,-3.7177,Entire home/apt,55,3,0,,,1,0
13592285,Habitación compartida en residencia femenina,75150135,Estuhome,Moncloa - Aravaca,Ciudad Universitaria,40.436,-3.7182,Shared room,68,1,9,2019-06-28,0.24,19,362
13592720,Habitación individual con el baño fuera,73091098,Maria Jose,Villa de Vallecas,Casco Histórico de Vallecas,40.36172,-3.5944,Private room,31,1,0,,,1,0
13592776,Luxury and renewed apartment in Malasaña,69224732,Pedro Y Leo,Centro,Universidad,40.42295,-3.70267,Entire home/apt,230,1,108,2019-06-28,2.91,7,300
13594813,Habitación privada en piso duplex,74122272,Coro,Tetuán,Berruguete,40.45838,-3.70326,Private room,20,1,294,2019-06-02,7.93,2,53
13596998,Ático con terraza centro Madrid,78593983,Raffaela,Centro,Universidad,40.4267,-3.70394,Entire home/apt,76,4,7,2017-05-02,0.20,1,159
13598095,Cozy room in the best location,38357264,Lucia,Salamanca,Goya,40.42875,-3.67663,Private room,50,1,2,2018-12-15,0.06,1,89
13598783,"Apartamento en Aravaca, Madrid.",78591533,Luis,Moncloa - Aravaca,Aravaca,40.45801,-3.78207,Entire home/apt,48,5,31,2019-06-04,0.91,1,75
13599880,Habitación 12 m² Súper Céntrica - Room with WC.,74272402,Estel Pilar,Chamberí,Arapiles,40.43464,-3.70863,Private room,30,1,55,2019-07-06,1.53,1,228
13601485,Discover the Chinese side of Madrid,78649390,Pablo,Usera,Almendrales,40.38338,-3.7036,Entire home/apt,38,4,3,2016-08-26,0.08,1,0
13601695,Cozy apartment in Madrid coolest area,78658531,Pilar,Centro,Embajadores,40.40992,-3.70833,Entire home/apt,80,2,1,2019-06-16,1,1,31
13603163,Exclusivo piso en Madrid / Exclusive apartment,72129593,Alberto,Latina,Puerta del Angel,40.40817,-3.73667,Entire home/apt,92,2,16,2018-09-25,0.44,1,156
13605037,"Perfect bed at ""Casa de Campo"" park.",42391732,Indi,Latina,Lucero,40.40722,-3.75015,Private room,18,25,21,2017-10-16,0.57,1,70
13608118,Sunny Studio & 30mt Terrace-Estudio y terraza 30mt,76896066,Sunny Studio! & Terrace,Tetuán,Cuatro Caminos,40.45193,-3.69901,Entire home/apt,49,1,280,2019-07-09,7.57,1,95
13610432,Madrid center condo- 30sqm terrace,26517191,Juan Ignacio,Centro,Justicia,40.42203,-3.69494,Entire home/apt,85,3,97,2018-08-26,2.67,1,28
13611070,Acogedora habitacion a 15 minutos del centro,78780938,Delfina,Usera,San Fermín,40.37394,-3.69331,Private room,20,3,15,2019-05-10,0.44,3,334
13611167,"Charming & Cozy Flat, Sleeps 4!",3038578,Saviano,Puente de Vallecas,Numancia,40.39839,-3.66784,Entire home/apt,35,2,17,2017-09-29,0.46,1,0
13611880,"BERNABEU DELUXE, 2rooms+2baths,Parking, Vistas.",55876940,Valentin,Tetuán,Cuatro Caminos,40.45262,-3.69557,Entire home/apt,85,2,110,2019-06-23,3.53,1,178
13611914,LUXURY HOME PLAZA MAYOR,78776620,Enrique,Centro,Sol,40.41631,-3.70699,Entire home/apt,67,1,194,2019-06-26,5.28,3,139
13614047,Available only: 27Julio-10 Agosto,5637308,Cristina,Chamberí,Gaztambide,40.43514,-3.7128,Entire home/apt,80,5,0,,,1,89
13614390,Apartment with terrace,68834672,Ivan,Latina,Aluche,40.39464,-3.76785,Entire home/apt,29,2,1,2016-07-07,0.03,1,0
13614692,Habitación grande con Wifi y terraza,78820426,Alejandro,Chamberí,Arapiles,40.43833,-3.70949,Private room,18,1,1,2016-06-22,0.03,1,0
13615700,APARTAMENTO CENTRICO ECONOMICO.,2353995,Luciano,Puente de Vallecas,Palomeras Sureste,40.38994,-3.63833,Entire home/apt,30,30,104,2019-06-01,2.82,2,141
13616375,"APT RETIRO 1,MADRID CENTRO CAPACIDAD 4 PERSONAS.",78835517,Helen,Retiro,Pacífico,40.40636,-3.6806,Entire home/apt,40,1,192,2019-07-05,5.18,2,240
13618990,Habitación doble  60€ por noche,78868925,Estrella,Latina,Cármenes,40.39511,-3.74247,Private room,60,1,6,2019-03-04,0.46,1,90
13621444,Room for 2 people next to Wanda Stadium,78896128,Lizbeth,San Blas - Canillejas,Simancas,40.43498,-3.61825,Private room,300,1,12,2016-12-11,0.33,2,0
13622549,"Piso cerca del centro, recien reformado, acogedor",78913351,Miguel,Arganzuela,Palos de Moguer,40.40216,-3.69753,Entire home/apt,55,4,3,2017-07-31,0.08,5,0
13622671,Habitación privada en zona tranquila,78914759,Encarna,Carabanchel,San Isidro,40.39448,-3.72765,Private room,80,2,21,2018-10-12,0.62,2,37
13623143,Piso casco antiguo de Madrid,39553675,Mario,Centro,Embajadores,40.4084,-3.70613,Entire home/apt,99,2,31,2019-06-17,0.84,6,55
13625930,Habitaciones dobles muy limpias y nuevas.15,75150135,Estuhome,Moncloa - Aravaca,Ciudad Universitaria,40.43775,-3.71895,Private room,60,1,3,2019-06-23,0.20,19,91
13627260,"Comfortable apartment, for a quiet life during day",78303375,Graciela,Arganzuela,Imperial,40.40362,-3.71814,Entire home/apt,40,1,1,2016-06-24,0.03,1,0
13629756,Habitación individual en Tirso de Molina (centro),39600688,Xiomara,Centro,Embajadores,40.40932,-3.70546,Private room,18,21,8,2018-01-31,0.24,1,190
13630804,Spacious apartment in the heart of Madrid,79020953,Isa & Amanda,Centro,Embajadores,40.41305,-3.7009,Entire home/apt,200,1,200,2019-07-04,5.42,6,249
13632109,NEW*****Plaza Castilla - Castellana,46959915,Andre,Tetuán,Almenara,40.46731,-3.69461,Private room,29,1,220,2019-06-25,6.04,3,152
13634172,Studio for rent.,29446974,Andres Eduardo,Salamanca,Lista,40.42977,-3.67129,Entire home/apt,34,4,33,2019-06-03,0.90,1,57
13634220,Room next to Plaza de Olavide/Malasaña (Bilbao),16257156,Gabriel,Chamberí,Trafalgar,40.43243,-3.70207,Private room,25,2,5,2016-10-31,0.14,1,0
13634752,1,79066046,Carmen,Centro,Cortes,40.41551,-3.69796,Entire home/apt,35,2,0,,,1,0
13634914,"LE SALON, B&B. Room & drawing room  and library.",79065023,Isabelle,Centro,Justicia,40.42487,-3.69693,Private room,89,2,42,2019-06-16,1.22,1,47
13634980,Bright Modern Flat with Cathedral View,24533799,Donald,Centro,Palacio,40.41232,-3.71631,Entire home/apt,60,2,2,2017-07-09,0.07,1,0
13635682,Céntrico. Terraza. 2 personas.,79076905,Mónica,Arganzuela,Acacias,40.40229,-3.70684,Entire home/apt,60,2,22,2019-06-04,0.80,1,35
13639349,Casa familiar,806879,Lucia,Fuencarral - El Pardo,Valverde,40.49084,-3.69163,Entire home/apt,70,7,0,,,1,0
13639668,Bright apartment in the heart of Madrid,79020953,Isa & Amanda,Centro,Embajadores,40.41256,-3.70135,Entire home/apt,75,1,169,2019-06-18,4.58,6,276
13645593,Your best accommodation in the heart of Madrid!,79210160,Beatriz,Centro,Palacio,40.41697,-3.70975,Entire home/apt,110,2,163,2019-06-24,4.45,1,148
13645994,Habitación luminosa,78914759,Encarna,Carabanchel,San Isidro,40.39517,-3.73175,Private room,80,1,1,2018-10-10,0.11,2,90
13646469,Madrid-center beatiful privat apartment,79217476,Victor,Salamanca,Lista,40.43406,-3.67865,Entire home/apt,55,2,0,,,1,0
13647790,"Magnificent house with garden,pool and padel court",32046323,Juan,Moncloa - Aravaca,Ciudad Universitaria,40.4696,-3.73642,Entire home/apt,750,30,0,,,87,358
13648336,Cozy apartment in the center of chueca,76579393,Stella,Centro,Justicia,40.42013,-3.69846,Entire home/apt,100,1,0,,,1,0
13651164,Cozy Apartment Madrid,65016432,Antonio,Arganzuela,Palos de Moguer,40.40189,-3.69807,Private room,65,1,0,,,1,0
13651430,Apartment located in the center of Madrid,79270721,Dayana,Centro,Embajadores,40.4115,-3.70667,Entire home/apt,60,1,6,2018-11-25,0.17,6,318
13651618,"Habitación grande, con baño privado, en La Latina",9205789,Alfonso,Centro,Palacio,40.41287,-3.71278,Private room,50,2,24,2019-06-02,0.68,3,190
13651784,Apartment Art Studio - Downtown Madrid,14672401,Ana,Centro,Universidad,40.42208,-3.70331,Entire home/apt,45,3,36,2019-07-02,0.98,2,201
13653047,Bonito apartamento en el centro de Madrid,1303366,Maria Jose,Centro,Embajadores,40.40927,-3.70095,Entire home/apt,80,3,4,2019-07-08,2.03,2,253
13653339,Cozy Loft en Madrid centro,79291786,Margarita,Centro,Cortes,40.41374,-3.69939,Entire home/apt,40,1,179,2019-06-11,4.88,1,237
13653401,"Habitación céntrica, buena zona",15872130,Laura,Arganzuela,Acacias,40.4002,-3.70072,Private room,30,1,1,2016-07-03,0.03,1,0
13653653,Apartment located in the center of Madrid,79270721,Dayana,Centro,Embajadores,40.41164,-3.70644,Entire home/apt,80,1,36,2019-07-06,0.99,6,303
13654025,Great room in super central  Malasana,3155360,Lana,Centro,Universidad,40.42585,-3.70381,Private room,35,2,0,,,1,0
13655938,Huge and Charming Room with balcony in downtown,40709654,Vladimir,Centro,Embajadores,40.41332,-3.70636,Private room,14,1,4,2018-08-09,0.11,6,0
13661491,PRECIOSO apartamento de dos dormitorios en CHUECA.,79412049,Javier,Centro,Justicia,40.4225,-3.69761,Entire home/apt,80,7,0,,,1,0
13661694,Preciosa Buhardilla Rustica en el Centro de Madrid,54360476,Victor,Centro,Embajadores,40.41195,-3.70019,Entire home/apt,110,3,0,,,1,0
13661995,Duplex penthouse in the city.,79414942,Yasminah,Tetuán,Berruguete,40.46043,-3.70414,Entire home/apt,115,2,96,2019-07-07,2.66,1,321
13662304,"ÁTICO SOLEADO en calle ATOCHA, con ascensor",30256733,Juan,Centro,Cortes,40.41281,-3.69703,Entire home/apt,54,2,110,2019-06-24,3.13,3,284
13662913,G,27574418,Irene,Centro,Embajadores,40.41119,-3.7038,Private room,20,2,0,,,1,0
13663676,Nice room in Madrid's Downtown,79432786,Mina,Centro,Embajadores,40.41068,-3.70779,Private room,19,2,2,2016-08-15,0.06,1,2
13663708,Best host in town! lovely room in Barrio Salamanca,173582,Gloria,Salamanca,Lista,40.43107,-3.67266,Private room,34,3,8,2019-01-29,0.22,1,5
13664256,"Habitación doble nueva ,muy limpia en el centro.1",75150135,Estuhome,Chamberí,Gaztambide,40.43681,-3.71666,Shared room,45,1,0,,,19,60
13664679,MALASAÑA - Apartamento / Centro Madrid,30097083,Cora,Centro,Universidad,40.42452,-3.70508,Entire home/apt,88,3,35,2019-05-18,1.05,3,330
13664710,Cool and quite apartment at cuatro caminos,77866527,Milena,Tetuán,Cuatro Caminos,40.44813,-3.70141,Private room,23,3,0,,,2,340
13665991,altillo en buhardilla en el corazón de Lavapies.,6704015,Tella,Centro,Embajadores,40.40816,-3.70329,Shared room,18,1,1,2016-07-03,0.03,1,0
13667341,Habitacion en Malasaña tribunal,79471710,Bruno,Centro,Universidad,40.42457,-3.70246,Private room,95,2,0,,,1,0
13669166,Ideal central and modern studio apartment!,71159893,Edward,Centro,Embajadores,40.41052,-3.69672,Entire home/apt,40,3,2,2016-08-04,0.06,1,0
13669483,Las Violetas,79493995,Rosa,Latina,Puerta del Angel,40.41272,-3.72917,Entire home/apt,65,1,43,2018-01-22,1.25,1,0
13671856,Habitación Rayas,79480364,Mercedes,Centro,Universidad,40.42449,-3.71108,Private room,26,3,49,2019-06-24,1.37,2,190
13672166,2 Dormitorios 6 personas 2do,69489851,Gustavo,Chamberí,Almagro,40.43574,-3.69589,Entire home/apt,60,10,3,2019-06-09,0.12,2,8
13672335,Center :: Quiet & Great location with WiFi - M09,79532289,Susana,Centro,Universidad,40.42237,-3.70433,Entire home/apt,70,2,76,2018-05-09,2.07,1,137
13673127,"Coqueta Casa con jardín, wifi, air acond-La Latina",33049567,José,Centro,Palacio,40.40879,-3.71101,Entire home/apt,85,6,19,2019-06-19,0.53,7,269
13673598,Single Room near Nuevos Ministerios,38013355,Erika,Tetuán,Cuatro Caminos,40.44821,-3.70086,Private room,22,1,1,2016-07-04,0.03,2,0
13674761,Pretty room with lots of light in a centrical flat,40709654,Vladimir,Centro,Embajadores,40.41296,-3.70696,Private room,35,1,3,2017-08-15,0.08,6,0
13674828,Room double bed in a huge flat behind Plaza Mayor,40709654,Vladimir,Centro,Embajadores,40.41304,-3.70726,Private room,23,1,18,2018-08-26,0.49,6,0
13677539,Double Room near city center,52499148,Chen,Carabanchel,Puerta Bonita,40.38627,-3.7288,Private room,16,1,15,2017-10-06,0.41,2,0
13681097,Habitación compartida femenina con desayuno,75150135,Estuhome,Chamberí,Gaztambide,40.43653,-3.7169,Shared room,30,1,0,,,19,60
13681907,Acogedor apartamento Chamberí,79658460,Suso,Chamberí,Rios Rosas,40.43973,-3.69835,Entire home/apt,75,2,31,2019-07-10,0.84,1,363
13685460,Madrid Centro Histórico,5001034,Bruno Axel,Centro,Palacio,40.41152,-3.70829,Private room,20,1,2,2019-06-20,1.28,1,286
13688121,Apartment in central Madrid,19678357,Del Moral,Centro,Embajadores,40.4075,-3.69969,Entire home/apt,58,3,91,2019-06-12,2.48,4,87
13690664,Luxury Apartment Heart Madrid,20160777,Pablo,Centro,Justicia,40.4211,-3.69612,Entire home/apt,320,3,111,2019-07-04,3.02,1,265
13691956,Double Room & Private Bathroom,8174465,Akus & Clau,Centro,Embajadores,40.41182,-3.70441,Private room,45,2,225,2019-07-08,6.45,1,30
13691957,CUTE HOME-MUSEUMS AREA-AIR CONDITIONING WIFI,60088973,Enrique,Centro,Cortes,40.4142,-3.69872,Entire home/apt,90,120,17,2018-04-02,0.50,6,174
13692569,Piso Chueca/Malasaña,79804632,Luis Miguel,Centro,Universidad,40.42373,-3.70223,Entire home/apt,70,3,57,2018-07-15,1.56,2,89
13694623,"SuperComfy Wifi,Free Parking, 9min. away Atocha St",2067679,Jaime,Puente de Vallecas,Palomeras Bajas,40.39221,-3.6596,Entire home/apt,55,30,120,2019-05-30,3.27,4,363
13694719,Madrid de los Austrias Apartment A/C+WiFi+Balcony,4615520,"Alfredo, Marta Y Eduardo - Mahdrid",Centro,Palacio,40.4148,-3.71157,Entire home/apt,70,3,152,2019-07-02,4.39,13,152
13696142,Verano en Madrid desde julio hasta agosto !,77507237,Virmania,Chamberí,Gaztambide,40.43663,-3.71582,Private room,20,59,9,2018-09-05,0.25,1,243
13707474,Lovely duplex in Madrid center! (Gran Via/Chueca),12221950,Javier,Centro,Justicia,40.42138,-3.69727,Private room,25,1,7,2016-07-31,0.19,1,0
13707745,1 bedroom in Calle Zurbano with garage and garden,12572313,Luis,Chamberí,Almagro,40.43796,-3.69251,Entire home/apt,89,4,0,,,1,0
13707810,"FULL APARTMENT. LAVAPIES, A/C",15208964,Pedro,Centro,Embajadores,40.40835,-3.70205,Entire home/apt,53,3,126,2019-05-24,3.46,5,56
13710484,Apartamento muy cómodo de dos habitaciones,70029771,Clara,Tetuán,Berruguete,40.46333,-3.70578,Entire home/apt,26,2,1,2016-07-08,0.03,1,0
13721095,PENTHOUSE WITH TERRACE / ÁTICO CON TERRAZA,26640631,Miguel Ángel,Salamanca,Goya,40.4252,-3.679,Entire home/apt,130,5,80,2019-07-08,2.19,1,31
13721711,APARTMENT TURISTIC 17 GRAN VIA PUERTA DE SOL CENTR,5542111,Melvin Enrique,Centro,Universidad,40.42348,-3.7044,Entire home/apt,60,1,155,2019-07-07,4.29,59,289
13722281,FREE WiFi+ EXTRA CLEAN Luxury Apartment Madrid,27526991,Leticia Y Fer,Salamanca,Guindalera,40.43799,-3.67284,Entire home/apt,96,1,52,2019-06-21,1.43,43,350
13722593,"Best location! Welcoming, nice WIFI Puerta del Sol",50350288,Carol E Iván,Centro,Sol,40.41734,-3.7009,Entire home/apt,75,1,182,2019-07-01,5.08,4,272
13723799,World Pride ... Sofa Cama en el corazón de Madrid,21350181,Myriam,Centro,Universidad,40.42022,-3.70353,Private room,45,1,0,,,1,0
13723994,Tu habitación WiFi en el mejor barrio de Madrid,13594893,Tu Habitación,Centro,Embajadores,40.40949,-3.70634,Private room,25,2,125,2019-07-07,3.40,2,30
13724187,ELEGANT & BRIGHT | PLAZA MAYOR - A/C - PARKING,80228133,Daniel,Centro,Sol,40.41552,-3.70842,Entire home/apt,65,2,163,2019-07-05,4.44,2,171
13724416,Apartamento en Chalet Centro MADRID Downtown,27526991,Leticia Y Fer,Chamartín,Hispanoamérica,40.45565,-3.66614,Entire home/apt,96,1,50,2019-06-18,1.37,43,349
13726000,Una habitación cómoda en un buen barrio.,80242790,Liliana,Retiro,Pacífico,40.40449,-3.68219,Private room,33,2,0,,,1,0
13726740,HABITACIÓN LUMINOSA,61289160,Álvaro,Carabanchel,Puerta Bonita,40.38633,-3.73198,Private room,15,1,1,2016-07-28,0.03,1,0
13727695,"Piso cerca centro 3, acogedor, habitacion 2 camas",78913351,Miguel,Arganzuela,Delicias,40.39966,-3.69705,Private room,25,4,0,,,5,0
13727903,Beautiful apartment in La Latina,80277670,Ana,Centro,Embajadores,40.40935,-3.70893,Entire home/apt,50,2,142,2019-07-07,3.89,1,78
13728226,Unique Duplex Loft at the coolest area,61974351,Vasco,Centro,Justicia,40.42438,-3.6974,Entire home/apt,300,2,28,2018-06-14,0.76,2,254
13729667,Industrial Chic Apt,80292813,Danny,Centro,Embajadores,40.41103,-3.69948,Entire home/apt,70,2,182,2019-07-07,5.00,1,288
