MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,20;MINTBARRIO,C,10;NOMBRE_BAR,C,50;ESTADO,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;MODELO,C,254
4704600;Situado aparcabicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;01/03/13;CALLE;ACONCAGUA;4;31017762;
457787;SITUADO APARCABICICLETAS - C/ TAMAYO Y BAUS Nº5;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;TAMAYO Y BAUS;5;20005408;
457790;SITUADO APARCABICICLETAS - Pº RECOLETOS Nº23;01;CENTRO;014;JUSTICIA;OPERATIVO;;PASEO;RECOLETOS;23;11004257;
4704601;Situado aparcabicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;01/03/13;CALLE;NEVADO DEL RUIZ;4;20155744;
457794;SITUADO APARCABICICLETAS - C/ MESONERO ROMANOS Nº13;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;CALLE;MESONERO ROMANOS;13;20006522;
457798;SITUADO APARCABICICLETAS - C/ MESONERO ROMANOS Nº17;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;CALLE;MESONERO ROMANOS;17;20006452;
4704599;Situado aparcabicicletas;16;HORTALEZA;163;CANILLAS;OPERATIVO;01/03/13;CALLE;LAS PEDRO?ERAS;1;20055166;
4704602;Situado aparcabicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;01/03/13;CALLE;MAR DE LAS ANTILLAS;10;31012936;
4704603;Situado aparcabicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;01/03/13;CALLE;MAR MENOR;25;11119370;
457801;SITUADO APARCABICICLETAS - Pz. CALLAO Nº1;01;CENTRO;016;SOL;OPERATIVO;;PLAZA;CALLAO;2;20102742;
457803;SITUADO APARCABICICLETAS - Pz. SANTO DOMINGO Nº19;01;CENTRO;011;PALACIO;OPERATIVO;;PLAZA;SANTO DOMINGO;19;20003766;
457804;SITUADO APARCABICICLETAS - Pz. SANTO DOMINGO Nº19;01;CENTRO;011;PALACIO;OPERATIVO;;PLAZA;SANTO DOMINGO;19;20003766;
4704604;Situado aparcabicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;01/03/13;CALLE;SANTA VIRGILIA;19;31050802;
457807;SITUADO APARCABICICLETAS - CUESTA SANTO DOMINGO Nº14;01;CENTRO;011;PALACIO;OPERATIVO;;CUESTA;SANTO DOMINGO;14;11000185;
457808;SITUADO APARCABICICLETAS - Pz. SAN MARTIN Nº1;01;CENTRO;016;SOL;OPERATIVO;;PLAZA;SAN MARTIN;1;11007884;
457812;SITUADO APARCABICICLETAS - Pz. SAN MARTIN Nº5;01;CENTRO;016;SOL;OPERATIVO;;PLAZA;SAN MARTIN;5;11007281;
457815;SITUADO APARCABICICLETAS - Pz. ISABEL II Nº6;01;CENTRO;011;PALACIO;OPERATIVO;;PLAZA;ISABEL II;6;31026055;
4704605;Situado aparcabicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;01/03/13;CARRETERA;ESTACION DE HORTALEZA;18;31041861;
4704606;Situado aparcabicicletas;16;HORTALEZA;165;APOSTOL SANTIAGO;OPERATIVO;01/03/13;CALLE;CARRION DE LOS CONDES;21;11121086;
457818;SITUADO APARCABICICLETAS - Pz. ISABEL II Nº8;01;CENTRO;011;PALACIO;OPERATIVO;;PLAZA;ISABEL II;8;20003836;
457820;SITUADO APARCABICICLETAS - C/ VERGARA Nº3;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;VERGARA;3;31037358;
4704607;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;CALLE;ROCIO JURADO;44;31044007;
457823;SITUADO APARCABICICLETAS - C/ SANTA CLARA Nº1;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;SANTA CLARA;1;31037355;
4704608;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;AVENIDA;LAS FUERZAS ARMADAS;166;31043330;
4704609;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;CALLE;HERMANOS GASCON;76;31052128;
457830;SITUADO APARCABICICLETAS - C/ MAYOR Nº86;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;MAYOR;86;11000048;
4704610;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;CALLE;MAESTRA DOLORES MARCO;10;31039871;
457832;SITUADO APARCABICICLETAS - C/ MAYOR Nº83;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;MAYOR;83;11000040;
4704611;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;CALLE;JUAN DANIEL FULLAONDO;15;31039883;
4704612;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;AVENIDA;LAS FUERZAS ARMADAS;206;31052130;
457833;SITUADO APARCABICICLETAS - C/ SEGOVIA Nº75;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;SEGOVIA;75;20007178;
457834;SITUADO APARCABICICLETAS - C/ BAILEN Nº41;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;BAILEN;41;11000942;
457837;SITUADO APARCABICICLETAS - CARRERA SAN FRANCISCO Nº6;01;CENTRO;011;PALACIO;OPERATIVO;;CARRERA;SAN FRANCISCO;6;11000965;
4704613;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;CALLE;FRANCISCO UMBRAL;61;31043245;
457844;SITUADO APARCABICICLETAS - Pz. PUERTA DE MOROS Nº5;01;CENTRO;011;PALACIO;OPERATIVO;;PLAZA;PUERTA DE MOROS;5;31026434;
457845;SITUADO APARCABICICLETAS - Pz. DE LA PAJA Nº3;01;CENTRO;011;PALACIO;OPERATIVO;;PLAZA;PAJA;3;11000698;
4704614;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;CALLE;FRANCISCO UMBRAL;59;31043244;
457848;SITUADO APARCABICICLETAS - Pz. CRUZ VERDE Nº1;01;CENTRO;011;PALACIO;OPERATIVO;;PLAZA;CRUZ VERDE;1;11000578;
4704615;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;CALLE;PROVISIONAL CARCAVAS OESTE UNO;18;31046860;
457850;SITUADO APARCABICICLETAS - C/ SEGOVIA Nº11;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;SEGOVIA;11;31041185;
457853;SITUADO APARCABICICLETAS - C/ SAN BRUNO Nº6;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;SAN BRUNO;6;31038670;
457854;SITUADO APARCABICICLETAS - C/ SAN BRUNO Nº7;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;SAN BRUNO;7;31032438;
457856;SITUADO APARCABICICLETAS - C/ CONDE DE ROMANONES Nº2;01;CENTRO;012;EMBAJADORES;OPERATIVO;;CALLE;CONDE DE ROMANONES;2;11001548;
4704616;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;CALLE;PROVISIONAL CARCAVAS OESTE UNO;38;31026279;
457858;SITUADO APARCABICICLETAS - Pz. PROVINCIA Nº3;01;CENTRO;016;SOL;OPERATIVO;;PLAZA;PROVINCIA;3;11007679;
4704617;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;CALLE;PROVISIONAL CARCAVAS OESTE UNO;70;31028245;
457865;SITUADO APARCABICICLETAS - C/ DOCTOR CORTEZO Nº4;01;CENTRO;012;EMBAJADORES;OPERATIVO;;CALLE;DOCTOR CORTEZO;4;11001567;
457870;SITUADO APARCABICICLETAS - Pz. SANTA ANA Nº15;01;CENTRO;013;CORTES;OPERATIVO;;PLAZA;SANTA ANA;15;31008866;
4704618;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/03/13;CALLE;PROVISIONAL CARCAVAS OESTE UNO;100;31028710;
457871;SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº10;01;CENTRO;012;EMBAJADORES;OPERATIVO;;CALLE;SANTA ISABEL;10;11002560;
457872;SITUADO APARCABICICLETAS - C/ LAVAPIES Nº21;01;CENTRO;012;EMBAJADORES;OPERATIVO;;CALLE;LAVAPIES;21;11002474;
457873;SITUADO APARCABICICLETAS - C/ CARLOS ARNICHES Nº5;01;CENTRO;012;EMBAJADORES;OPERATIVO;;CALLE;CARLOS ARNICHES;5;31008831;
457874;SITUADO APARCABICICLETAS - GTA. PUERTA DE TOLEDO Nº1;01;CENTRO;012;EMBAJADORES;OPERATIVO;;GLORIETA;PUERTA DE TOLEDO;1;20105763;
457875;SITUADO APARCABICICLETAS - C/ PALOMA Nº39;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;PALOMA;39;20105817;
457876;SITUADO APARCABICICLETAS - GTA. EMBAJADORES Nº1;01;CENTRO;012;EMBAJADORES;OPERATIVO;;GLORIETA;EMBAJADORES;1;20004566;
457877;SITUADO APARCABICICLETAS - RONDA DE VALENCIA Nº2;01;CENTRO;012;EMBAJADORES;OPERATIVO;;RONDA;VALENCIA;2;20004606;
457878;SITUADO APARCABICICLETAS - C/ VALENCIA Nº30;01;CENTRO;012;EMBAJADORES;OPERATIVO;;CALLE;VALENCIA;30;11002358;
457879;SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº57;01;CENTRO;012;EMBAJADORES;OPERATIVO;;CALLE;SANTA ISABEL;57;20004938;
457880;SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº53;01;CENTRO;012;EMBAJADORES;OPERATIVO;;CALLE;SANTA ISABEL;53;20004936;
457881;SITUADO APARCABICICLETAS - RONDA DE ATOCHA Nº2;01;CENTRO;012;EMBAJADORES;OPERATIVO;;RONDA;ATOCHA;2;20105949;
457882;SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº46;01;CENTRO;012;EMBAJADORES;OPERATIVO;;CALLE;SANTA ISABEL;46;11002996;
457883;SITUADO APARCABICICLETAS - C/ HUERTAS Nº75;01;CENTRO;013;CORTES;OPERATIVO;;CALLE;HUERTAS;75;31008865;
457884;SITUADO APARCABICICLETAS - C/ MARQUES DE CUBAS Nº4;01;CENTRO;013;CORTES;OPERATIVO;;CALLE;MARQUES DE CUBAS;4;20005286;
457885;SITUADO APARCABICICLETAS - C/ ALCALA Nº45;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;ALCALA;45;11004356;
457886;SITUADO APARCABICICLETAS - C/ ALCALA Nº42;01;CENTRO;013;CORTES;OPERATIVO;;CALLE;ALCALA;42;11004013;
4704619;Situado aparcabicicletas;21;BARAJAS;215;CORRALEJOS;OPERATIVO;01/03/13;AVENIDA;PARTENON;12;20058479;
4704620;Situado aparcabicicletas;21;BARAJAS;215;CORRALEJOS;OPERATIVO;01/03/13;PASEO;DOCE ESTRELLAS;3;20058245;
4704621;Situado aparcabicicletas;21;BARAJAS;215;CORRALEJOS;OPERATIVO;01/03/13;CALLE;BAHIA DE MALAGA;20;31049849;
457889;SITUADO APARCABICICLETAS - C/ ALCALA Nº34;01;CENTRO;013;CORTES;OPERATIVO;;CALLE;ALCALA;34;11004009;
4704622;Situado aparcabicicletas;21;BARAJAS;213;CASCO H.BARAJAS;OPERATIVO;01/03/13;PLAZA;JUBILADO;6;11143780;
4704623;Situado aparcabicicletas;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;01/03/13;CALLE;CATAMARAN;9;20047353;
457894;SITUADO APARCABICICLETAS - C/ CABALLERO DE GRACIA Nº15;01;CENTRO;013;CORTES;OPERATIVO;;CALLE;CABALLERO DE GRACIA;15;20147371;
4704624;Situado aparcabicicletas;21;BARAJAS;212;AEROPUERTO;OPERATIVO;01/03/13;AVENIDA;SUR DEL AEROPUERTO DE BARAJAS;36;20167907;
4704625;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;01/03/13;PASEO;GINEBRA;55;20150424;
457897;SITUADO APARCABICICLETAS - Pz. PUERTA DEL SOL Nº13;01;CENTRO;016;SOL;OPERATIVO;;PLAZA;PUERTA DEL SOL;13;11007519;
4704626;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;01/03/13;PASEO;GINEBRA;55;20150424;
4704627;Situado aparcabicicletas;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;01/03/13;CALLE;VIRGEN DE AFRICA;11;31015872;
4704628;Situado aparcabicicletas;15;CIUDAD LINEAL;154;CONCEPCION;OPERATIVO;01/03/13;CALLE;VIRGEN DE LA ALEGRIA;18;20083532;
4704629;Situado aparcabicicletas;15;CIUDAD LINEAL;154;CONCEPCION;OPERATIVO;01/03/13;CALLE;VIRGEN DE NURIA;4;31044468;
528829;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;;;;;
4704630;Situado aparcabicicletas;15;CIUDAD LINEAL;153;QUINTANA;OPERATIVO;01/03/13;CALLE;JOSE DEL HIERRO;1;20094442;
4704631;Situado aparcabicicletas;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;01/03/13;CALLE;ASCAO;4;20169142;
4704632;Situado aparcabicicletas;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;01/03/13;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;160;31022699;
4704633;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;01/03/13;CALLE;SAN ROMAN DEL VALLE;8;31017433;
4704634;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;OPERATIVO;01/03/13;CALLE;VALENTIN BEATO;6;11133784;
457743;SITUADO APARCABICICLETAS - C/ BARCELO Nº9;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;BARCELO;9;11005237;
4704635;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;01/03/13;AVENIDA;SEPTIMA;13;31051332;
4704636;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;01/03/13;CALLE;EUTERPE;27;31007808;
4704637;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;01/03/13;CALLE;EUTERPE;27;31007808;
4704638;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;01/03/13;CALLE;EUTERPE;5;31007801;
4704639;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;01/03/13;CALLE;CAMPEZO;4;11136499;
4704643;Situado aparcabicicletas;16;HORTALEZA;162;PIOVERA;OPERATIVO;01/03/13;CALLE;FLORENCIO CASTILLO;29;20055058;
4704644;Situado aparcabicicletas;16;HORTALEZA;162;PIOVERA;OPERATIVO;01/03/13;PLAZA;LICEO;1;20178837;
4704645;Situado aparcabicicletas;16;HORTALEZA;163;CANILLAS;OPERATIVO;01/03/13;CARRETERA;CANILLAS;2;20039662;
4704646;Situado aparcabicicletas;16;HORTALEZA;161;PALOMAS;OPERATIVO;01/03/13;AVENIDA;AZALEAS;28;11113147;
4704647;Situado aparcabicicletas;16;HORTALEZA;161;PALOMAS;OPERATIVO;01/03/13;CALLE;GUADALAJARA;46;31052484;
4704648;Situado aparcabicicletas;16;HORTALEZA;161;PALOMAS;OPERATIVO;01/03/13;AVENIDA;ANDES;52;31014972;
457491;SITUADO APARCABICICLETAS - C/ LUIS ESTEBAN Nº5;06;TETUAN;064;ALMENARA;OPERATIVO;;CALLE;LUIS ESTEBAN;5;31040998;
457493;SITUADO APARCABICICLETAS - C/ GENERAL ARANDA Nº98;06;TETUAN;064;ALMENARA;OPERATIVO;;CALLE;GENERAL ARANDA;98;11032550;
457496;SITUADO APARCABICICLETAS - Av. ASTURIAS Nº70;06;TETUAN;064;ALMENARA;OPERATIVO;;AVENIDA;ASTURIAS;70;31038106;
457499;SITUADO APARCABICICLETAS - Av. ASTURIAS Nº32;06;TETUAN;064;ALMENARA;OPERATIVO;;AVENIDA;ASTURIAS;32;31000231;
457504;SITUADO APARCABICICLETAS - Pz. DONOSO Nº5;06;TETUAN;064;ALMENARA;OPERATIVO;;PLAZA;DONOSO;5;11033010;
457506;SITUADO APARCABICICLETAS - C/ PINOS ALTA Nº63;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;CALLE;PINOS ALTA;63;11033707;
457509;SITUADO APARCABICICLETAS - C/ CAPITAN BLANCO ARGIBAY Nº14;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;CALLE;CAPITAN BLANCO ARGIBAY;14;11033839;
457511;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº376;06;TETUAN;063;CASTILLEJOS;OPERATIVO;;CALLE;BRAVO MURILLO;376;11030949;
457512;SITUADO APARCABICICLETAS - C/ SAN AQUILINO Nº2;06;TETUAN;064;ALMENARA;OPERATIVO;;CALLE;SAN AQUILINO;2;20057574;
457513;SITUADO APARCABICICLETAS - C/ CONDE SERRALLO Nº4;06;TETUAN;064;ALMENARA;OPERATIVO;;CALLE;CONDE DEL SERRALLO;4;20056824;
457514;SITUADO APARCABICICLETAS - C/ SAN BENITO Nº6;06;TETUAN;064;ALMENARA;OPERATIVO;;CALLE;SAN BENITO;6;11031825;
457516;SITUADO APARCABICICLETAS - Pz. ANGEL CARBAJO Nº8;06;TETUAN;063;CASTILLEJOS;OPERATIVO;;PLAZA;ANGEL CARBAJO;8;20011572;
457517;SITUADO APARCABICICLETAS - C/ FRANCISCO GERVAS Nº26;06;TETUAN;063;CASTILLEJOS;OPERATIVO;;CALLE;FRANCISCO GERVAS;26;11030792;
457518;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº278;06;TETUAN;063;CASTILLEJOS;OPERATIVO;;CALLE;BRAVO MURILLO;278;11030453;
457519;SITUADO APARCABICICLETAS - C/ MARQUES DE VIANA Nº41;06;TETUAN;066;BERRUGUETE;OPERATIVO;;CALLE;MARQUES DE VIANA;41;11036732;
457520;SITUADO APARCABICICLETAS - C/ MARQUES DE VIANA Nº56;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;CALLE;MARQUES DE VIANA;56;11036029;
457521;SITUADO APARCABICICLETAS - C/ VILLAAMIL Nº263;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;CALLE;VILLAAMIL;263;11054691;
457522;SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº23;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;CALLE;SINESIO DELGADO;23;31045419;
457524;SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº34;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;CALLE;SINESIO DELGADO;34;20047808;
457525;SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº34;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;CALLE;SINESIO DELGADO;34;20047808;
457526;SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº28;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;CALLE;SINESIO DELGADO;28;20047796;
457527;SITUADO APARCABICICLETAS - Pº DE LA DIRECCION Nº295;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;PASEO;DIRECCION;295;31028420;
457528;SITUADO APARCABICICLETAS - Pº DE LA DIRECCION Nº295;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;PASEO;DIRECCION;295;31028420;
457529;SITUADO APARCABICICLETAS - Pº DE LA DIRECCION Nº267;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;PASEO;DIRECCION;267;31028366;
457530;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº248;06;TETUAN;063;CASTILLEJOS;OPERATIVO;;CALLE;BRAVO MURILLO;248;11030398;
457532;SITUADO APARCABICICLETAS - C/ INFANTA MERCEDES Nº47;06;TETUAN;063;CASTILLEJOS;OPERATIVO;;CALLE;INFANTA MERCEDES;47;11030336;
457534;SITUADO APARCABICICLETAS - C/ NTRA. SRA. DEL CARMEN Nº3;06;TETUAN;066;BERRUGUETE;OPERATIVO;;CALLE;NUESTRA SEÑORA DEL CARMEN;3;20127483;
457535;SITUADO APARCABICICLETAS - C/ HIERBABUENA Nº2;06;TETUAN;066;BERRUGUETE;OPERATIVO;;CALLE;HIERBABUENA;2;11037992;
457537;SITUADO APARCABICICLETAS - C/ AMBROSIO VALLEJO Nº2;06;TETUAN;066;BERRUGUETE;OPERATIVO;;CALLE;AMBROSIO VALLEJO;2;20013036;
457538;SITUADO APARCABICICLETAS - Av. PABLO IGLESIAS Nº96;06;TETUAN;061;BELLAS VISTAS;OPERATIVO;;AVENIDA;PABLO IGLESIAS;96;11028333;
457541;SITUADO APARCABICICLETAS - C/ ALEJANDRO RODRIGUEZ Nº39;06;TETUAN;061;BELLAS VISTAS;OPERATIVO;;CALLE;ALEJANDRO RODRIGUEZ;39;11028231;
457543;SITUADO APARCABICICLETAS - C/ PAMPLONA Nº33;06;TETUAN;061;BELLAS VISTAS;OPERATIVO;;CALLE;PAMPLONA;33;31001838;
457549;SITUADO APARCABICICLETAS - Av. PABLO IGLESIAS Nº65;06;TETUAN;061;BELLAS VISTAS;OPERATIVO;;AVENIDA;PABLO IGLESIAS;65;20017034;
457552;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº162;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;;CALLE;BRAVO MURILLO;162;11029812;
457555;SITUADO APARCABICICLETAS - Av. GENERAL PERON Nº9;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;;AVENIDA;GENERAL PERON;9;31047944;
457558;SITUADO APARCABICICLETAS - Av. GENERAL PERON Nº36;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;;AVENIDA;GENERAL PERON;36;11029269;
457560;SITUADO APARCABICICLETAS - C/ GENERAL MOSCARDO Nº24;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;;CALLE;GENERAL MOSCARDO;24;20149143;
457562;SITUADO APARCABICICLETAS - C/ ORENSE Nº15;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;;CALLE;ORENSE;15;31041819;
457565;SITUADO APARCABICICLETAS - C/ HERNANI Nº68;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;;CALLE;HERNANI;68;11029251;
457567;SITUADO APARCABICICLETAS - C/ AGUSTIN DE BETANCOURT Nº15;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;CALLE;AGUSTIN DE BETANCOURT;15;20014624;
457568;SITUADO APARCABICICLETAS - Pº CASTELLANA Nº67;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;PASEO;CASTELLANA;67;20066514;
457570;SITUADO APARCABICICLETAS - Pº CASTELLANA Nº65;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;PASEO;CASTELLANA;65;11041676;
457572;SITUADO APARCABICICLETAS - Pz. SAN JUAN DE LA CRUZ Nº3;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;PLAZA;SAN JUAN DE LA CRUZ;3;31035629;
457573;SITUADO APARCABICICLETAS - C/ RIOS ROSAS Nº57;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;CALLE;RIOS ROSAS;57;20014598;
457575;SITUADO APARCABICICLETAS - C/ RIOS ROSAS Nº21;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;CALLE;RIOS ROSAS;21;11042093;
457579;SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº125;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;CALLE;SANTA ENGRACIA;125;11041972;
457580;SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº142;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;CALLE;SANTA ENGRACIA;142;11042066;
457581;SITUADO APARCABICICLETAS - C/ MAUDES Nº14;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;CALLE;MAUDES;14;11042318;
457583;SITUADO APARCABICICLETAS - C/ DULCINEA Nº1;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;;CALLE;DULCINEA;1;31009760;
457584;SITUADO APARCABICICLETAS - C/ RAIMUNDO FERNANDEZ VILLAVERDE Nº32;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;CALLE;RAIMUNDO FERNANDEZ VILLAVERDE;32;11042290;
457586;SITUADO APARCABICICLETAS - C/ RAIMUNDO FERNANDEZ VILLAVERDE Nº43;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;CALLE;RAIMUNDO FERNANDEZ VILLAVERDE;43;11029240;
457587;SITUADO APARCABICICLETAS - GTA. CUATRO CAMINOS Nº1;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;GLORIETA;CUATRO CAMINOS;1;11042383;
457588;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº85;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;BRAVO MURILLO;85;11042375;
457590;SITUADO APARCABICICLETAS - C/ MARQUES DE LEMA Nº7;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;MARQUES DE LEMA;7;11042435;
457591;SITUADO APARCABICICLETAS - C/ ESQUILACHE Nº1;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;ESQUILACHE;1;11042396;
457593;SITUADO APARCABICICLETAS - Av. FILIPINAS Nº11;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;AVENIDA;FILIPINAS;11;31050186;
457594;SITUADO APARCABICICLETAS - Av. FILIPINAS Nº34;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;AVENIDA;FILIPINAS;34;11042492;
457596;SITUADO APARCABICICLETAS - Pº SAN FRANCISC DE SALES Nº42;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;PASEO;SAN FRANCISCO DE SALES;42;11042628;
457597;SITUADO APARCABICICLETAS - C/ JUAN VIGON Nº8;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;JUAN VIGON;8;11042618;
457598;SITUADO APARCABICICLETAS - C/ GUZMAN EL BUENO Nº94;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;GUZMAN EL BUENO;94;11042610;
457599;SITUADO APARCABICICLETAS - C/ JESUS MAESTRO Nº3;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;JESUS MAESTRO;3;11042635;
457601;SITUADO APARCABICICLETAS - Av. FILIPINAS Nº5;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;AVENIDA;FILIPINAS;5;11042602;
457603;SITUADO APARCABICICLETAS - C/ GENERAL IBAÑEZ DE IBERO Nº4;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;GENERAL IBAÑEZ DE IBERO;4;31044157;
457605;SITUADO APARCABICICLETAS - Av. REINA VICTORIA Nº56;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;AVENIDA;REINA VICTORIA;56;11053168;
457607;SITUADO APARCABICICLETAS - C/ GRAL. ASENSIO CABANILLAS Nº15;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;GENERAL ASENSIO CABANILLAS;15;11042963;
457611;SITUADO APARCABICICLETAS - C/ ISAAC PERAL Nº60;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;ISAAC PERAL;60;11042839;
