FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
04/07/19;ES47;2=;898;922;941;884;923;924;855;773;717;609;502;406
04/07/19;ES48;1-;124;76;59;47;171;1329;2675;2603;1616;1033;953;954
04/07/19;ES48;1=;882;1017;942;801;853;869;878;736;664;494;336;207
04/07/19;ES48;2-;116;68;63;55;102;275;525;582;617;641;730;787
04/07/19;ES48;2=;919;1491;1845;1062;1041;1228;1086;877;717;456;357;236
04/07/19;ES49;1-;150;62;41;39;61;346;882;867;903;840;743;721
04/07/19;ES49;1=;791;695;693;608;674;784;646;700;564;414;389;294
04/07/19;ES49;2-;143;92;45;46;36;43;71;198;395;429;464;438
04/07/19;ES49;2=;455;464;600;752;624;632;694;646;544;482;303;175
04/07/19;ES50;1-;199;96;64;45;49;76;156;548;476;464;460;517
04/07/19;ES50;1=;734;512;512;483;481;627;486;545;480;287;245;221
04/07/19;ES50;2-;169;73;51;62;47;60;84;265;592;653;571;554
04/07/19;ES50;2=;532;490;510;447;471;518;531;503;405;346;235;218
04/07/19;ES51;1-;143;77;50;56;46;53;116;300;525;554;532;559
04/07/19;ES51;1=;650;540;516;577;583;579;602;529;458;376;275;182
04/07/19;ES51;2-;117;68;44;36;60;53;89;728;541;501;699;717
04/07/19;ES51;2=;757;840;481;652;655;775;747;718;570;303;311;148
04/07/19;ES52;1-;86;42;24;16;38;89;553;625;809;840;738;558
04/07/19;ES52;1=;578;560;720;599;688;679;734;748;711;302;202;166
04/07/19;ES52;2-;80;353;306;211;279;109;325;484;361;284;418;336
04/07/19;ES52;2=;461;413;541;310;463;372;483;355;379;180;149;168
04/07/19;ES53;1-;143;104;64;42;45;51;87;162;207;219;222;247
04/07/19;ES53;1=;286;293;250;251;232;277;277;308;327;271;252;179
04/07/19;ES53;2-;224;164;111;94;108;136;353;450;438;405;465;421
04/07/19;ES53;2=;443;472;453;448;444;456;502;512;508;393;361;272
04/07/19;ES54;1-;103;49;38;27;28;47;153;252;279;268;275;297
04/07/19;ES54;1=;246;266;271;242;249;280;296;250;278;260;183;137
04/07/19;ES54;2-;173;101;57;36;38;39;68;157;291;290;311;342
04/07/19;ES54;2=;325;367;355;396;329;367;369;419;410;334;317;200
04/07/19;ES55;1-;72;45;31;14;14;28;85;175;248;258;266;293
04/07/19;ES55;1=;298;292;264;244;229;295;297;307;267;189;155;112
04/07/19;ES55;2-;77;24;17;12;16;28;116;182;226;218;220;278
04/07/19;ES55;2=;268;231;230;247;226;268;248;309;237;255;131;96
04/07/19;ES56;1-;52;27;17;17;43;117;335;428;386;321;332;338
04/07/19;ES56;1=;346;502;707;429;409;472;455;359;286;210;159;121
04/07/19;ES56;2-;44;0;0;0;44;171;669;679;393;247;257;284
04/07/19;ES56;2=;281;315;284;254;219;247;242;261;223;177;149;114
04/07/19;ES57;1-;70;38;29;27;45;225;665;876;599;502;519;561
04/07/19;ES57;1=;589;627;676;718;673;743;722;649;532;424;291;238
04/07/19;ES57;2-;51;40;26;26;52;190;516;793;729;578;543;558
04/07/19;ES57;2=;646;735;765;685;691;800;724;709;576;378;184;152
04/07/19;ES58;1-;60;30;14;20;40;152;357;556;497;373;369;372
04/07/19;ES58;1=;414;423;554;373;470;466;505;411;298;209;169;136
04/07/19;ES58;2-;38;18;18;15;38;81;231;309;287;252;268;297
04/07/19;ES58;2=;279;288;318;274;312;316;302;331;305;183;119;82
04/07/19;ES59;1-;50;29;18;15;35;90;142;157;169;191;194;220
04/07/19;ES59;1=;206;218;219;210;213;244;223;204;205;172;121;92
04/07/19;ES59;2-;23;20;24;15;52;149;212;218;224;173;215;224
04/07/19;ES59;2=;186;160;149;179;188;221;249;194;146;108;85;51
04/07/19;ES60;1-;68;42;32;45;71;248;735;770;654;562;535;531
04/07/19;ES60;1=;512;479;429;433;542;587;519;459;350;220;159;125
04/07/19;ES60;2-;87;56;35;25;54;119;436;601;524;468;545;642
04/07/19;ES60;2=;651;763;735;617;606;682;742;737;565;395;261;211
05/07/19;ES01;1-;865;512;392;272;303;547;2261;2631;2273;2047;2152;2271
05/07/19;ES01;1=;2465;2658;2224;1810;1617;1604;1400;1366;1353;1064;952;1100
05/07/19;ES01;2-;609;373;273;181;189;390;951;1594;1775;1533;1573;1490
05/07/19;ES01;2=;1590;1559;1638;1608;1432;1347;1312;1338;1349;1056;892;837
05/07/19;ES02;1-;480;353;280;207;197;368;787;1055;1105;1005;1065;1091
05/07/19;ES02;1=;1099;1082;1009;978;1008;999;1018;1020;964;839;686;719
05/07/19;ES02;2-;662;532;394;307;250;515;617;1438;1501;1453;1184;1181
05/07/19;ES02;2=;1139;1130;1163;1140;976;1020;923;963;1037;1061;931;763
05/07/19;ES03;1-;524;243;282;190;165;537;588;2442;2621;1564;2051;1907
05/07/19;ES03;1=;1939;1735;2054;1284;1614;1656;1662;1662;1506;781;578;754
05/07/19;ES03;2-;296;190;190;125;83;198;510;442;1023;1113;1123;1353
05/07/19;ES03;2=;1471;1816;1991;1243;1738;1459;1381;1252;1163;1130;536;561
05/07/19;ES04;1-;218;144;90;71;85;247;282;1301;1370;895;1128;1026
05/07/19;ES04;1=;999;969;1095;1066;973;942;824;916;848;924;371;457
05/07/19;ES04;2-;262;147;87;97;76;145;429;414;755;682;633;762
05/07/19;ES04;2=;765;850;1089;970;898;832;830;805;689;358;265;246
05/07/19;ES05;1-;1703;939;1112;828;679;574;831;1213;1511;1942;2139;2434
05/07/19;ES05;1=;2578;2957;3233;3426;2687;3018;2304;2414;2191;1888;1977;1725
05/07/19;ES05;2-;449;186;141;173;288;957;1064;2190;2213;2020;1815;1770
05/07/19;ES05;2=;1703;1669;1827;1687;1619;1629;1649;1609;1663;1591;773;937
05/07/19;ES06;1-;117;71;56;48;51;279;1001;1013;850;735;781;799
05/07/19;ES06;1=;862;1161;1162;759;711;653;655;649;601;399;295;268
05/07/19;ES06;2-;136;91;50;36;60;187;643;869;743;706;705;695
05/07/19;ES06;2=;823;903;885;650;716;641;655;632;541;384;241;286
05/07/19;ES07;1-;1042;650;419;309;199;262;830;1965;2216;1859;1866;2213
05/07/19;ES07;1=;2446;3157;4104;4148;3544;3411;3084;2661;2631;2266;1836;1220
05/07/19;ES07;2-;685;363;213;186;225;656;3803;5092;3966;3111;2577;2327
05/07/19;ES07;2=;2256;2518;3105;2453;2111;2173;2289;2366;2343;2137;1547;1186
05/07/19;ES08;1-;660;624;522;486;477;584;622;664;787;808;792;767
05/07/19;ES08;1=;696;560;633;773;781;749;723;728;725;661;721;657
05/07/19;ES08;2-;813;694;635;577;594;665;884;950;970;935;855;998
05/07/19;ES08;2=;950;910;722;813;883;918;958;881;802;863;796;801
05/07/19;ES09;1-;717;710;557;466;419;432;554;611;736;925;1013;957
05/07/19;ES09;1=;1036;1002;1011;985;1019;947;973;926;916;967;886;871
05/07/19;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES10;2-;254;183;122;106;99;190;285;671;582;579;526;606
05/07/19;ES10;2=;619;570;648;618;578;676;664;646;666;582;561;406
05/07/19;ES11;1-;1224;958;528;296;76;189;483;2031;2882;2582;4106;3540
05/07/19;ES11;1=;3461;3461;3766;4511;3475;2934;3116;3343;3284;3272;2852;1849
05/07/19;ES11;2-;1699;1317;797;450;261;173;305;999;3547;3387;2374;2955
05/07/19;ES11;2=;2540;3632;4417;5126;4258;3884;3828;3780;3592;3800;2356;2080
05/07/19;ES12;1-;933;723;490;405;440;1133;1411;1682;1782;1778;1816;1696
05/07/19;ES12;1=;1664;664;601;994;1138;1599;1795;1746;1658;1514;1295;1358
05/07/19;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES13;1-;724;559;438;312;317;552;1204;1433;1538;1350;1426;1402
05/07/19;ES13;1=;1398;1625;1543;1354;1291;1294;1358;1397;1395;1098;950;1015
05/07/19;ES13;2-;995;785;622;505;469;445;1445;1837;1789;1805;1749;1803
05/07/19;ES13;2=;1751;1548;1436;1668;1640;1629;1498;1635;1642;1445;1123;1307
05/07/19;ES14;1-;91;56;31;29;37;79;233;464;340;432;441;424
05/07/19;ES14;1=;424;370;312;337;376;367;301;259;253;167;156;183
05/07/19;ES14;2-;66;38;24;14;26;39;115;224;244;282;304;322
05/07/19;ES14;2=;317;375;391;238;247;275;206;204;180;160;127;108
05/07/19;ES15;1-;173;99;77;58;85;283;1010;1214;984;765;793;812
05/07/19;ES15;1=;836;1090;1170;959;779;718;654;705;587;333;303;272
05/07/19;ES15;2-;161;70;32;25;49;122;872;1000;978;778;818;769
05/07/19;ES15;2=;855;1056;843;655;630;550;563;644;536;313;231;270
05/07/19;ES16;1-;720;456;364;255;254;448;1070;1263;1324;1038;1423;1532
05/07/19;ES16;1=;1645;1666;1639;1581;1484;1339;1400;1389;1148;975;904;999
05/07/19;ES16;2-;514;376;265;212;231;374;1563;1612;1591;1493;1375;1441
05/07/19;ES16;2=;1374;1433;1255;1270;1234;1242;1242;1283;1367;973;725;771
05/07/19;ES17;1-;761;526;315;266;408;944;3202;3363;3171;2752;2783;2642
05/07/19;ES17;1=;2585;2682;2425;2118;2288;2176;2387;2427;2407;1675;1159;1273
05/07/19;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES18;1-;179;166;122;71;62;177;1169;1120;1020;777;781;723
05/07/19;ES18;1=;686;699;603;556;600;631;597;562;501;389;295;332
05/07/19;ES18;2-;311;239;191;90;76;115;253;560;641;705;829;851
05/07/19;ES18;2=;992;1399;1565;694;917;964;842;813;816;592;441;489
05/07/19;ES19;1-;377;306;259;205;197;310;738;1029;1064;1014;1101;1046
05/07/19;ES19;1=;1089;1287;1172;992;975;922;926;1025;839;705;568;578
05/07/19;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES20;1-;4972;3817;2333;1321;1068;980;1536;4330;8990;9462;8465;8166
05/07/19;ES20;1=;9158;9847;9999;9999;9999;9999;9999;9999;9410;9142;8426;6489
05/07/19;ES20;2-;4025;2867;1559;894;681;946;1733;9999;8661;9524;9999;9941
05/07/19;ES20;2=;9954;9822;9999;9999;9999;9441;9239;9681;9113;9220;8367;6041
05/07/19;ES21;1-;182;138;95;48;68;191;1137;1266;970;841;912;1056
05/07/19;ES21;1=;1101;1386;1158;914;902;930;869;750;675;447;367;353
05/07/19;ES21;2-;179;140;73;69;88;311;952;1740;1796;1359;1367;1383
05/07/19;ES21;2=;1422;2014;2014;1462;1204;1084;985;1071;964;550;377;324
05/07/19;ES22;1-;350;236;170;144;165;412;506;1337;1565;1273;1137;1085
05/07/19;ES22;1=;1350;1081;1183;1133;1012;1063;1188;973;948;965;813;699
05/07/19;ES22;2-;708;367;267;187;212;233;385;748;986;1138;1182;1278
05/07/19;ES22;2=;1380;1376;1523;1593;1420;1319;1408;1348;1316;1213;1013;807
05/07/19;ES23;1-;1074;875;475;552;471;1312;1359;3185;3460;3015;2645;2406
05/07/19;ES23;1=;2324;2211;2284;2125;2086;2011;1905;2018;1965;2070;1684;1469
05/07/19;ES23;2-;1909;1735;967;744;911;806;996;1269;1502;1857;2089;2374
05/07/19;ES23;2=;2643;2850;2908;2896;2777;2642;2546;2315;2278;2114;1932;1785
05/07/19;ES24;1-;488;320;238;178;127;131;178;304;597;664;740;771
05/07/19;ES24;1=;947;1089;1164;688;1038;909;838;874;832;763;465;488
05/07/19;ES24;2-;341;268;184;121;162;268;1291;1291;1023;878;930;866
05/07/19;ES24;2=;832;877;796;764;800;792;762;844;691;553;514;524
05/07/19;ES25;1-;189;178;143;9;31;152;140;140;167;271;260;205
05/07/19;ES25;1=;258;231;145;219;124;236;261;254;266;240;207;194
05/07/19;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES26;1-;282;237;204;162;143;158;224;297;336;355;378;548
05/07/19;ES26;1=;551;472;413;322;329;323;343;519;478;489;342;476
05/07/19;ES26;2-;197;143;93;99;94;111;200;200;209;332;339;286
05/07/19;ES26;2=;320;260;258;282;259;292;244;292;290;314;315;200
05/07/19;ES27;1-;618;446;188;234;209;442;899;1200;1235;1242;1332;1357
05/07/19;ES27;1=;1287;1177;1035;1111;1125;1159;1213;1246;1256;1056;847;887
05/07/19;ES27;2-;960;734;547;292;564;700;1199;1396;1441;1456;1548;1569
05/07/19;ES27;2=;1601;1736;1511;1260;1243;1311;1385;1334;1289;1256;1204;1277
05/07/19;ES28;1-;170;128;86;89;104;338;614;774;740;775;822;904
05/07/19;ES28;1=;1052;1529;1209;1032;944;1016;850;778;665;490;441;404
05/07/19;ES28;2-;223;129;115;77;174;554;1391;1460;1381;998;948;997
05/07/19;ES28;2=;1020;1194;1087;1029;966;978;936;957;854;609;474;402
05/07/19;ES29;1-;1160;855;595;475;412;1122;1123;2142;2149;2063;2092;2076
05/07/19;ES29;1=;2216;2111;2173;2188;1901;1762;1711;1878;1813;1776;1599;1345
05/07/19;ES29;2-;713;874;349;277;327;820;851;1750;2168;2411;2409;2366
05/07/19;ES29;2=;2209;2214;2313;2425;2182;2104;2049;2120;2367;2164;1295;1482
05/07/19;ES30;1-;165;117;85;58;87;122;256;265;502;537;508;538
05/07/19;ES30;1=;588;591;594;598;557;611;584;534;369;452;264;330
05/07/19;ES30;2-;331;248;169;135;149;270;287;964;1187;1032;951;933
05/07/19;ES30;2=;897;839;824;871;844;863;815;827;818;708;556;480
05/07/19;ES31;1-;104;80;43;51;49;37;60;143;233;253;258;240
05/07/19;ES31;1=;320;344;431;423;320;267;263;271;272;245;166;133
05/07/19;ES31;2-;74;55;42;33;32;46;72;239;438;491;298;307
05/07/19;ES31;2=;268;264;303;256;276;270;231;241;239;196;152;90
05/07/19;ES32;1-;357;286;202;140;134;158;250;761;894;806;771;795
05/07/19;ES32;1=;790;720;731;714;626;686;663;723;681;637;535;395
05/07/19;ES32;2-;386;247;170;124;81;156;243;226;348;436;500;548
05/07/19;ES32;2=;654;718;819;659;662;616;609;575;552;509;465;378
05/07/19;ES33;1-;262;257;127;72;93;141;476;1807;2007;1831;1214;1070
05/07/19;ES33;1=;1119;1195;1462;1305;1139;1009;1032;1056;1047;949;693;455
05/07/19;ES33;2-;270;143;77;41;49;68;171;607;1020;1017;666;702
05/07/19;ES33;2=;771;1073;1650;1628;834;1114;1001;818;862;723;529;306
05/07/19;ES34;1-;225;209;175;161;168;229;302;390;343;354;342;534
05/07/19;ES34;1=;450;394;368;273;300;391;461;420;404;402;352;335
05/07/19;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES36;1-;716;461;334;253;248;453;1436;1687;1541;1405;1573;1628
05/07/19;ES36;1=;1772;1893;1747;1412;1303;1340;1312;1285;1251;941;799;903
05/07/19;ES36;2-;477;253;171;110;178;351;2038;2705;2651;2225;2228;2219
05/07/19;ES36;2=;2149;2460;2279;2296;1994;1780;1771;1778;1858;1205;864;779
05/07/19;ES37;1-;395;243;183;141;162;389;1433;1763;1445;1342;1518;1734
05/07/19;ES37;1=;1962;2293;2080;1578;1540;1514;1414;1262;1042;813;619;605
05/07/19;ES37;2-;265;169;81;94;189;659;1681;2542;2354;1919;1885;1819
05/07/19;ES37;2=;1789;2535;2036;1667;1509;1476;1411;1577;1440;963;574;492
05/07/19;ES38;1-;131;78;46;30;29;63;30;117;243;500;450;509
05/07/19;ES38;1=;538;652;461;467;353;275;439;429;422;362;246;174
05/07/19;ES38;2-;100;65;23;22;29;53;251;871;452;563;487;458
05/07/19;ES38;2=;452;396;518;404;361;383;433;362;379;311;218;133
05/07/19;ES39;1-;578;504;292;151;79;92;192;795;2934;2779;2177;1476
05/07/19;ES39;1=;1443;1434;1574;2146;1979;1421;1337;1379;1320;1424;1216;777
05/07/19;ES39;2-;637;538;286;164;97;77;114;553;1992;2167;1573;1404
05/07/19;ES39;2=;1558;1626;2168;3005;2878;2732;2381;1901;1723;1677;1486;982
05/07/19;ES40;1-;561;343;241;244;222;466;2732;3046;2723;2342;2308;2311
05/07/19;ES40;1=;2392;2906;2544;2210;2014;1935;1881;1900;1725;1055;819;830
05/07/19;ES40;2-;447;275;208;166;255;711;1935;2222;1973;1801;1980;1965
05/07/19;ES40;2=;2244;2632;2562;2137;2080;1818;1812;1790;1545;1043;751;797
05/07/19;ES41;1-;259;221;188;131;235;363;1362;1417;1195;1039;1059;1149
05/07/19;ES41;1=;1253;1304;1053;956;978;1047;1110;1075;809;679;589;459
05/07/19;ES41;2-;231;161;137;122;173;314;718;966;1042;856;953;885
05/07/19;ES41;2=;949;1303;1363;1005;925;831;829;816;684;596;425;381
05/07/19;ES42;1-;260;168;152;148;151;294;788;1150;986;975;1061;1033
05/07/19;ES42;1=;1039;1174;1178;980;965;866;845;812;661;532;324;314
05/07/19;ES42;2-;236;146;135;74;112;288;852;1566;1475;1202;1171;1150
05/07/19;ES42;2=;1174;1378;1372;1041;921;935;849;800;774;519;359;356
05/07/19;ES43;1-;257;167;144;119;123;168;490;935;1007;757;711;724
05/07/19;ES43;1=;698;576;728;632;658;714;663;689;654;595;442;400
05/07/19;ES43;2-;307;223;144;117;69;87;148;401;517;514;480;529
05/07/19;ES43;2=;625;571;757;760;708;701;616;586;568;500;454;339
05/07/19;ES44;1-;829;602;426;396;425;708;1148;1831;2152;2052;2148;2172
05/07/19;ES44;1=;2240;2390;2304;2213;2003;1925;1907;1826;1715;1212;1102;1076
05/07/19;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES45;1-;782;574;435;363;381;658;1744;2068;1922;1880;1909;1996
05/07/19;ES45;1=;2058;2081;1790;1614;1634;1644;1566;1588;1487;1169;925;982
05/07/19;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/07/19;ES46;1-;191;120;114;113;172;585;816;779;744;765;836;871
05/07/19;ES46;1=;936;1029;936;789;879;940;775;877;781;578;446;333
05/07/19;ES46;2-;183;142;95;87;149;392;754;904;920;826;897;860
05/07/19;ES46;2=;857;1003;919;818;908;854;970;872;739;633;478;425
05/07/19;ES47;1-;320;252;185;130;150;492;826;1000;933;912;965;1058
05/07/19;ES47;1=;1012;937;932;950;914;887;937;920;871;777;603;529
05/07/19;ES47;2-;315;227;216;156;203;422;690;848;879;812;899;859
05/07/19;ES47;2=;889;1003;1025;958;846;841;800;767;753;604;578;511
05/07/19;ES48;1-;128;94;61;52;168;1258;2680;2455;1459;975;938;939
05/07/19;ES48;1=;929;1056;941;828;730;789;777;796;753;565;379;308
05/07/19;ES48;2-;149;96;76;76;99;163;269;259;544;606;700;751
05/07/19;ES48;2=;906;1160;1232;631;537;481;804;732;640;455;353;269
05/07/19;ES49;1-;177;114;62;58;63;199;1193;1134;799;727;724;752
05/07/19;ES49;1=;748;698;624;635;655;619;622;608;579;389;364;467
05/07/19;ES49;2-;154;104;71;57;44;44;88;221;321;388;403;423
05/07/19;ES49;2=;468;474;646;846;614;465;434;445;441;509;337;188
05/07/19;ES50;1-;174;124;90;68;61;90;119;309;427;416;441;473
05/07/19;ES50;1=;444;474;474;352;350;472;393;338;315;277;223;253
05/07/19;ES50;2-;172;126;106;74;57;106;107;258;575;412;537;440
05/07/19;ES50;2=;553;483;496;481;428;445;407;388;370;316;222;203
05/07/19;ES51;1-;162;101;79;50;35;114;107;285;540;595;528;530
05/07/19;ES51;1=;531;499;598;432;400;394;423;391;426;385;303;192
05/07/19;ES51;2-;131;74;55;42;57;150;93;304;526;447;385;664
05/07/19;ES51;2=;740;447;484;396;372;384;440;384;365;331;202;211
05/07/19;ES52;1-;96;54;36;26;48;80;89;290;687;492;598;535
05/07/19;ES52;1=;561;608;650;576;695;626;550;505;479;292;195;220
05/07/19;ES52;2-;91;55;34;28;58;90;134;339;295;270;314;323
05/07/19;ES52;2=;357;342;353;263;731;281;296;307;238;157;160;365
05/07/19;ES53;1-;159;98;82;61;53;40;84;180;169;239;239;275
05/07/19;ES53;1=;287;319;324;228;258;272;298;326;313;305;269;224
05/07/19;ES53;2-;232;193;135;106;91;145;351;434;393;441;484;466
05/07/19;ES53;2=;455;382;466;404;408;472;499;491;513;468;390;378
05/07/19;ES54;1-;123;72;54;34;29;51;96;232;261;241;269;272
05/07/19;ES54;1=;248;221;294;250;248;242;316;304;278;247;240;196
05/07/19;ES54;2-;172;104;73;53;39;38;74;171;313;312;313;355
05/07/19;ES54;2=;378;295;367;321;323;376;386;413;355;324;321;253
05/07/19;ES55;1-;68;38;31;14;17;26;94;128;273;267;290;269
05/07/19;ES55;1=;297;238;248;248;218;298;241;214;233;205;161;114
05/07/19;ES55;2-;61;29;31;15;22;26;72;156;141;251;199;275
05/07/19;ES55;2=;236;229;272;238;217;219;233;172;251;205;139;107
05/07/19;ES56;1-;69;40;22;22;48;108;271;335;332;287;308;317
05/07/19;ES56;1=;323;463;529;334;299;316;314;300;242;196;168;160
05/07/19;ES56;2-;0;40;0;0;42;125;0;450;294;238;254;246
05/07/19;ES56;2=;242;270;272;204;194;201;222;206;188;202;0;0
05/07/19;ES57;1-;119;43;37;32;69;187;631;743;614;498;549;639
05/07/19;ES57;1=;629;682;648;697;696;682;575;608;522;408;280;270
05/07/19;ES57;2-;82;50;29;20;48;166;498;747;695;524;553;597
05/07/19;ES57;2=;609;457;503;365;603;627;582;576;552;351;230;150
05/07/19;ES58;1-;73;36;30;28;47;131;358;507;435;370;364;413
05/07/19;ES58;1=;419;600;670;417;374;456;420;367;318;214;182;175
05/07/19;ES58;2-;58;20;22;26;40;76;230;303;286;258;258;277
05/07/19;ES58;2=;312;363;403;293;284;266;256;302;283;184;149;117
05/07/19;ES59;1-;60;38;29;22;39;87;126;130;151;177;186;200
05/07/19;ES59;1=;194;213;211;180;188;191;187;195;181;179;129;106
05/07/19;ES59;2-;33;18;19;19;45;142;221;191;212;187;193;210
05/07/19;ES59;2=;209;197;153;198;213;200;193;165;154;113;94;78
05/07/19;ES60;1-;92;56;41;49;72;269;683;779;661;597;573;515
05/07/19;ES60;1=;497;492;451;469;492;543;538;498;324;228;176;165
05/07/19;ES60;2-;111;76;64;45;58;119;440;545;506;513;593;597
05/07/19;ES60;2=;660;731;780;637;582;574;594;601;563;425;259;204
06/07/19;ES01;1-;1083;1097;1022;778;525;448;359;425;687;784;948;1075
06/07/19;ES01;1=;1351;1323;986;320;128;146;155;200;245;91;93;69
06/07/19;ES01;2-;723;576;454;330;255;308;330;363;573;680;797;879
06/07/19;ES01;2=;846;131;5;3;21;1;6;2;2;3;5;32
06/07/19;ES02;1-;637;573;451;432;385;374;307;413;467;578;645;776
06/07/19;ES02;1=;750;722;589;595;667;668;785;807;848;778;718;738
06/07/19;ES02;2-;730;810;630;543;502;507;490;460;542;782;809;822
06/07/19;ES02;2=;885;898;936;653;704;901;908;1047;1107;1087;1011;942
06/07/19;ES03;1-;583;544;398;315;232;224;302;474;628;821;1022;1226
06/07/19;ES03;1=;1369;1351;1312;932;790;976;1225;1360;1448;1349;991;777
06/07/19;ES03;2-;466;419;269;209;172;139;188;199;371;409;516;633
06/07/19;ES03;2=;812;918;993;740;572;607;661;713;820;954;891;670
06/07/19;ES04;1-;413;399;328;244;156;143;166;205;285;495;542;603
06/07/19;ES04;1=;673;733;788;480;419;536;618;797;984;995;711;488
06/07/19;ES04;2-;260;226;174;131;92;92;103;148;198;338;384;552
06/07/19;ES04;2=;647;631;639;366;295;394;414;409;411;490;349;275
06/07/19;ES05;1-;1768;1710;1596;1426;1198;1014;1002;1017;842;1126;1425;1288
06/07/19;ES05;1=;1353;1387;1584;1333;777;330;302;303;264;253;264;289
06/07/19;ES05;2-;780;642;470;386;332;355;513;619;788;1084;1110;1166
06/07/19;ES05;2=;1239;1240;1299;955;824;969;1098;1178;1282;1145;965;781
06/07/19;ES06;1-;188;136;100;54;54;114;173;198;309;412;461;486
06/07/19;ES06;1=;511;494;294;313;324;355;366;479;471;354;271;270
06/07/19;ES06;2-;192;124;94;76;71;83;130;182;282;380;476;502
06/07/19;ES06;2=;504;440;289;297;297;350;364;443;408;305;275;269
06/07/19;ES07;1-;1241;1000;744;553;419;418;609;808;951;1254;1573;2003
06/07/19;ES07;1=;2384;2165;2097;1523;1291;1446;1583;1651;1643;1627;1562;1386
06/07/19;ES07;2-;1045;637;512;400;362;524;915;1166;1412;1847;1817;1889
06/07/19;ES07;2=;1929;1864;1896;1233;1262;1667;1871;2258;2167;2081;1594;1443
06/07/19;ES08;1-;654;628;543;558;630;617;576;472;510;611;621;609
06/07/19;ES08;1=;594;438;254;200;130;62;24;26;25;21;27;18
06/07/19;ES08;2-;808;815;776;677;702;660;598;590;545;649;683;704
06/07/19;ES08;2=;655;372;228;80;48;24;28;25;17;32;34;21
06/07/19;ES09;1-;841;853;682;635;618;645;661;616;618;629;811;694
06/07/19;ES09;1=;528;537;432;364;385;437;431;383;386;415;352;397
06/07/19;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES10;2-;331;296;236;196;156;187;243;327;369;456;539;596
06/07/19;ES10;2=;624;609;569;438;389;439;481;590;524;491;485;425
06/07/19;ES11;1-;458;449;306;163;131;123;202;464;724;1049;1432;1258
06/07/19;ES11;1=;1356;1389;1300;1223;698;657;847;1018;1082;1068;996;665
06/07/19;ES11;2-;1124;1322;764;404;374;297;49;248;1071;1295;1197;1641
06/07/19;ES11;2=;499;3450;2921;840;368;253;423;483;627;779;2458;2481
06/07/19;ES12;1-;1559;1224;936;695;714;722;701;883;1277;1356;1600;1829
06/07/19;ES12;1=;1807;1642;1288;1223;1428;1550;1654;1862;1881;1662;1536;1549
06/07/19;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES13;1-;1001;859;680;571;553;509;421;515;651;731;883;508
06/07/19;ES13;1=;101;90;45;86;121;116;130;139;116;143;165;192
06/07/19;ES13;2-;1349;1180;975;969;762;764;522;476;718;849;1029;1119
06/07/19;ES13;2=;1066;1055;798;110;19;11;19;25;15;25;18;29
06/07/19;ES14;1-;124;103;82;64;58;58;68;100;133;179;257;286
06/07/19;ES14;1=;288;232;171;156;179;187;208;245;198;149;145;160
06/07/19;ES14;2-;78;67;43;53;49;40;43;54;110;155;128;202
06/07/19;ES14;2=;201;191;132;112;107;113;141;169;186;126;127;98
06/07/19;ES15;1-;208;169;131;106;100;146;180;290;371;416;507;549
06/07/19;ES15;1=;581;485;298;314;314;351;390;459;475;300;256;239
06/07/19;ES15;2-;252;143;59;34;36;91;121;200;255;309;396;584
06/07/19;ES15;2=;491;373;277;223;283;349;407;496;450;284;178;279
06/07/19;ES16;1-;881;725;619;486;438;420;394;519;605;866;1035;992
06/07/19;ES16;1=;990;900;632;716;767;765;841;883;874;735;821;993
