FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
06/07/19;ES16;2-;670;559;413;383;334;367;350;450;633;715;820;908
06/07/19;ES16;2=;952;877;631;651;845;891;1022;1099;1014;925;900;949
06/07/19;ES17;1-;1178;852;626;489;535;588;667;1024;1493;1559;1870;2131
06/07/19;ES17;1=;2118;1942;1333;1336;1720;1976;2310;2607;2437;1886;1516;1512
06/07/19;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES18;1-;272;232;163;155;147;134;145;200;302;377;459;454
06/07/19;ES18;1=;521;417;287;367;384;464;547;615;586;481;380;400
06/07/19;ES18;2-;432;331;268;242;183;142;114;150;238;325;404;523
06/07/19;ES18;2=;584;571;414;398;405;495;572;705;754;663;530;623
06/07/19;ES19;1-;534;510;430;431;336;383;382;442;581;681;798;782
06/07/19;ES19;1=;778;690;545;473;553;618;771;819;779;669;588;637
06/07/19;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES20;1-;4594;3981;3113;2242;1625;1349;1496;2596;3506;4254;5370;6198
06/07/19;ES20;1=;7264;7604;8114;7893;6263;5225;5752;6449;6504;6929;6762;6065
06/07/19;ES20;2-;4090;3428;2625;1662;1178;1135;1681;3491;4554;5657;6782;6878
06/07/19;ES20;2=;7772;8254;8616;8298;5452;5020;6257;7073;7734;8151;7078;5951
06/07/19;ES21;1-;280;213;158;119;114;151;144;208;357;520;674;693
06/07/19;ES21;1=;734;642;392;357;432;471;494;532;566;407;362;379
06/07/19;ES21;2-;282;235;182;124;126;181;234;354;526;682;821;908
06/07/19;ES21;2=;968;757;421;420;550;654;794;916;852;505;373;351
06/07/19;ES22;1-;673;678;504;477;358;320;346;432;431;569;633;814
06/07/19;ES22;1=;837;830;784;766;738;968;864;880;874;867;792;811
06/07/19;ES22;2-;788;733;697;581;457;371;382;384;455;602;723;1231
06/07/19;ES22;2=;1544;1512;1348;1225;1180;1419;1287;1222;1322;1378;1318;1318
06/07/19;ES23;1-;1338;1462;1296;1281;1184;969;969;819;893;1211;1251;1143
06/07/19;ES23;1=;1195;1223;1367;1124;444;64;27;64;93;48;64;45
06/07/19;ES23;2-;1883;2006;1932;1944;1664;1432;1310;1145;932;1117;1288;1397
06/07/19;ES23;2=;1561;1556;1450;1486;623;119;82;44;60;103;64;85
06/07/19;ES24;1-;567;558;427;375;289;258;223;205;227;329;442;523
06/07/19;ES24;1=;574;580;643;542;536;674;670;692;657;615;674;597
06/07/19;ES24;2-;497;441;333;331;260;234;270;368;493;538;696;727
06/07/19;ES24;2=;701;661;581;626;712;745;759;681;758;613;718;645
06/07/19;ES25;1-;5;5;3;12;63;79;85;102;103;122;120;123
06/07/19;ES25;1=;107;105;60;43;47;5;4;6;8;3;4;3
06/07/19;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES26;1-;463;525;461;465;420;369;329;361;354;412;423;444
06/07/19;ES26;1=;430;136;47;27;7;17;10;9;16;12;13;15
06/07/19;ES26;2-;169;157;150;133;149;176;305;203;139;151;145;168
06/07/19;ES26;2=;159;178;199;248;202;199;237;251;180;195;188;197
06/07/19;ES27;1-;9;13;37;15;257;331;218;194;236;266;300;301
06/07/19;ES27;1=;286;295;72;14;11;9;3;2;5;7;6;23
06/07/19;ES27;2-;0;2;30;101;440;411;336;306;262;280;289;224
06/07/19;ES27;2=;244;241;227;24;11;16;11;1;2;1;0;0
06/07/19;ES28;1-;271;180;132;152;105;202;257;285;409;478;568;613
06/07/19;ES28;1=;646;637;436;577;880;1022;1045;992;843;739;695;630
06/07/19;ES28;2-;264;244;193;171;193;277;340;433;520;544;637;669
06/07/19;ES28;2=;724;689;478;428;543;573;654;631;581;522;430;446
06/07/19;ES29;1-;1272;1165;947;920;795;741;833;1002;1008;1325;1401;1436
06/07/19;ES29;1=;1491;1569;1456;1302;1176;825;877;835;827;843;762;807
06/07/19;ES29;2-;1513;1238;979;844;689;663;752;837;1078;1304;1550;1514
06/07/19;ES29;2=;1264;1213;1466;1254;1140;1480;1305;1243;1343;1451;1377;1334
06/07/19;ES30;1-;281;259;226;191;161;145;134;157;179;214;304;432
06/07/19;ES30;1=;502;592;485;393;366;534;491;496;495;554;478;490
06/07/19;ES30;2-;423;328;309;289;238;237;208;244;320;449;532;596
06/07/19;ES30;2=;609;682;639;471;470;655;667;752;821;897;764;666
06/07/19;ES31;1-;102;93;69;56;50;44;52;59;83;122;152;184
06/07/19;ES31;1=;225;215;244;112;118;138;145;151;215;174;144;110
06/07/19;ES31;2-;87;71;59;50;39;33;45;52;83;125;166;190
06/07/19;ES31;2=;196;180;199;76;100;124;161;145;215;195;146;99
06/07/19;ES32;1-;380;375;365;342;278;225;242;256;295;418;444;552
06/07/19;ES32;1=;516;545;534;380;415;481;498;580;592;652;517;472
06/07/19;ES32;2-;387;394;337;274;213;187;196;172;180;254;310;425
06/07/19;ES32;2=;431;483;496;370;362;455;445;420;403;490;453;450
06/07/19;ES33;1-;399;353;203;162;114;111;197;283;342;531;611;736
06/07/19;ES33;1=;853;910;863;576;481;539;745;812;857;780;631;480
06/07/19;ES33;2-;270;203;118;94;83;62;101;156;248;455;509;591
06/07/19;ES33;2=;631;699;594;421;308;386;505;478;524;520;398;308
06/07/19;ES34;1-;16;20;11;158;198;184;179;218;215;315;273;213
06/07/19;ES34;1=;213;226;238;167;34;13;12;7;7;6;1;9
06/07/19;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES36;1-;2944;3351;3074;3113;1570;1567;1277;1673;1627;867;1160;1290
06/07/19;ES36;1=;1449;1352;1066;1277;834;850;829;996;1062;890;955;914
06/07/19;ES36;2-;594;458;317;220;214;269;296;499;856;1118;1272;1329
06/07/19;ES36;2=;1329;1120;742;783;959;1126;1371;1503;1529;1051;801;802
06/07/19;ES37;1-;539;373;269;241;206;296;317;440;625;786;944;1047
06/07/19;ES37;1=;1112;1136;689;710;705;751;787;785;900;696;938;737
06/07/19;ES37;2-;439;309;213;169;199;347;452;620;864;949;1174;1189
06/07/19;ES37;2=;1263;1179;663;654;794;980;1264;1548;1281;820;660;592
06/07/19;ES38;1-;302;343;16;14;8;5;10;24;43;88;95;134
06/07/19;ES38;1=;175;184;146;416;455;79;103;98;139;125;83;59
06/07/19;ES38;2-;104;80;70;32;38;42;73;102;134;257;290;371
06/07/19;ES38;2=;333;300;264;167;153;230;284;267;319;260;196;135
06/07/19;ES39;1-;521;492;423;282;185;154;184;264;460;534;747;884
06/07/19;ES39;1=;1046;1208;1255;1287;739;714;938;1103;1222;1336;1264;938
06/07/19;ES39;2-;618;595;400;261;205;130;138;269;402;676;1029;1381
06/07/19;ES39;2=;1493;1580;1599;1375;951;894;1063;1150;1189;1260;1190;906
06/07/19;ES40;1-;725;603;395;319;311;415;452;675;1023;1174;1338;1648
06/07/19;ES40;1=;1631;1500;1012;956;1093;1245;1436;1633;1677;1087;862;937
06/07/19;ES40;2-;606;480;355;306;314;478;504;707;950;1158;1424;1546
06/07/19;ES40;2=;1575;1436;928;898;1032;1036;1159;1291;1411;973;829;827
06/07/19;ES41;1-;443;379;296;258;273;315;405;436;607;837;910;974
06/07/19;ES41;1=;903;829;615;591;646;727;750;744;754;619;531;553
06/07/19;ES41;2-;337;283;202;219;186;223;273;346;494;542;630;684
06/07/19;ES41;2=;677;654;473;504;492;567;658;689;664;566;471;453
06/07/19;ES42;1-;351;338;249;206;215;236;482;214;581;461;555;621
06/07/19;ES42;1=;636;614;366;357;433;419;506;549;521;406;365;340
06/07/19;ES42;2-;346;271;221;189;145;215;175;231;412;533;695;739
06/07/19;ES42;2=;688;600;346;369;457;520;660;764;660;470;383;401
06/07/19;ES43;1-;321;290;272;228;190;205;252;327;327;490;553;520
06/07/19;ES43;1=;560;580;512;430;405;416;487;558;570;528;444;421
06/07/19;ES43;2-;381;329;268;192;128;137;173;203;202;337;407;453
06/07/19;ES43;2=;473;509;475;385;360;411;372;433;463;417;398;373
06/07/19;ES44;1-;1025;930;898;684;587;573;494;578;818;1217;1397;1582
06/07/19;ES44;1=;1463;1666;1461;1513;1604;1857;1900;1908;1912;1829;1768;1676
06/07/19;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES45;1-;0;0;0;0;0;0;0;1;0;0;0;0
06/07/19;ES45;1=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES46;1-;229;175;134;136;152;266;384;407;562;695;753;758
06/07/19;ES46;1=;809;782;497;452;525;603;626;631;554;540;438;367
06/07/19;ES46;2-;297;203;144;138;147;246;332;428;523;569;685;732
06/07/19;ES46;2=;805;747;537;455;526;562;628;688;706;659;507;495
06/07/19;ES47;1-;435;406;347;272;256;335;339;416;592;666;735;830
06/07/19;ES47;1=;873;819;583;633;628;622;660;718;731;778;580;621
06/07/19;ES47;2-;420;386;328;308;283;303;334;435;485;635;661;716
06/07/19;ES47;2=;750;689;566;533;540;561;585;657;646;575;574;526
06/07/19;ES48;1-;215;173;141;108;132;280;351;420;479;493;611;632
06/07/19;ES48;1=;681;607;542;419;478;553;562;644;570;505;442;351
06/07/19;ES48;2-;92;83;58;48;46;80;105;117;172;213;282;317
06/07/19;ES48;2=;326;315;207;166;183;273;241;245;232;173;148;153
06/07/19;ES49;1-;335;203;149;83;80;132;201;261;427;502;619;679
06/07/19;ES49;1=;664;580;386;361;421;459;480;517;512;429;352;463
06/07/19;ES49;2-;175;152;96;64;58;47;53;96;129;164;260;282
06/07/19;ES49;2=;309;349;358;247;182;239;330;424;440;439;297;198
06/07/19;ES50;1-;349;217;527;473;986;682;784;730;1254;527;238;437
06/07/19;ES50;1=;934;1403;572;310;535;214;238;253;312;593;960;309
06/07/19;ES50;2-;168;163;134;109;140;123;114;92;143;207;267;316
06/07/19;ES50;2=;290;331;274;195;170;187;224;236;270;263;214;171
06/07/19;ES51;1-;163;105;98;96;73;60;99;99;136;194;264;318
06/07/19;ES51;1=;357;396;340;231;175;222;210;265;290;290;260;177
06/07/19;ES51;2-;123;100;81;71;52;52;65;79;112;153;219;290
06/07/19;ES51;2=;328;313;264;186;147;166;173;233;210;179;155;124
06/07/19;ES52;1-;205;170;98;75;65;73;73;92;246;365;420;337
06/07/19;ES52;1=;398;396;423;270;227;213;294;386;443;404;333;239
06/07/19;ES52;2-;351;376;309;299;244;169;231;290;340;375;478;260
06/07/19;ES52;2=;414;698;583;497;517;525;350;406;490;296;342;314
06/07/19;ES53;1-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES53;1=;0;0;0;0;0;0;0;0;379;0;0;0
06/07/19;ES53;2-;357;260;254;167;156;175;210;195;256;328;366;404
06/07/19;ES53;2=;454;449;418;367;371;407;423;428;373;402;354;370
06/07/19;ES54;1-;150;125;76;70;45;65;65;106;159;174;214;247
06/07/19;ES54;1=;244;236;229;179;197;186;169;233;224;207;199;174
06/07/19;ES54;2-;186;180;134;90;66;78;83;102;117;179;236;279
06/07/19;ES54;2=;306;346;293;249;232;204;236;272;267;272;308;206
06/07/19;ES55;1-;103;76;47;37;28;31;64;80;116;131;196;206
06/07/19;ES55;1=;261;227;186;158;131;149;146;170;167;161;171;128
06/07/19;ES55;2-;73;62;42;32;24;47;68;84;112;108;149;187
06/07/19;ES55;2=;173;239;211;148;106;138;146;159;199;192;146;117
06/07/19;ES56;1-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES56;1=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES56;2-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES56;2=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES57;1-;182;119;109;58;45;78;148;189;318;442;439;527
06/07/19;ES57;1=;437;427;325;330;343;403;441;418;368;345;282;274
06/07/19;ES57;2-;142;82;91;51;39;82;126;170;277;347;408;452
06/07/19;ES57;2=;509;454;267;233;305;416;488;552;519;382;246;185
06/07/19;ES58;1-;95;68;52;29;50;87;110;189;255;319;336;368
06/07/19;ES58;1=;392;309;198;188;221;257;292;321;266;220;194;183
06/07/19;ES58;2-;79;42;40;31;32;41;75;132;158;215;271;258
06/07/19;ES58;2=;268;211;146;116;146;165;158;214;229;185;132;92
06/07/19;ES59;1-;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES59;1=;0;0;0;0;0;0;0;0;0;0;0;0
06/07/19;ES59;2-;41;42;25;27;36;73;89;93;175;180;181;167
06/07/19;ES59;2=;168;146;100;94;118;140;149;116;117;98;86;63
06/07/19;ES60;1-;122;149;86;88;78;114;144;210;358;423;507;509
06/07/19;ES60;1=;467;373;246;222;261;329;394;355;289;226;248;229
06/07/19;ES60;2-;183;125;90;64;77;98;127;185;280;351;465;503
06/07/19;ES60;2=;544;487;339;292;280;302;364;431;420;372;289;279
07/07/19;ES01;1-;28;25;14;71;310;402;256;249;195;300;399;525
07/07/19;ES01;1=;711;633;494;730;831;934;1053;1131;1074;1061;905;783
07/07/19;ES01;2-;19;10;15;11;169;321;271;219;303;460;603;771
07/07/19;ES01;2=;795;748;678;698;809;824;889;871;877;625;542;435
07/07/19;ES02;1-;746;662;540;496;413;386;349;319;335;461;580;644
07/07/19;ES02;1=;636;611;543;601;633;777;767;751;724;642;603;434
07/07/19;ES02;2-;924;833;736;714;640;561;645;522;419;421;555;666
07/07/19;ES02;2=;720;793;812;652;615;690;836;854;921;889;811;729
07/07/19;ES03;1-;746;559;414;382;292;269;306;408;472;509;790;1080
07/07/19;ES03;1=;1226;1083;1248;813;782;941;1086;1082;1198;1186;881;751
07/07/19;ES03;2-;681;468;343;214;164;148;157;169;285;269;347;509
07/07/19;ES03;2=;615;764;816;661;515;645;728;740;908;1017;689;631
07/07/19;ES04;1-;488;473;377;325;230;188;190;210;225;212;361;462
07/07/19;ES04;1=;578;726;758;512;428;586;787;957;960;978;797;634
07/07/19;ES04;2-;251;211;150;114;99;88;95;134;143;181;301;373
07/07/19;ES04;2=;503;525;510;291;276;332;386;335;364;440;306;209
07/07/19;ES05;1-;302;524;1395;1267;1220;1293;1277;1083;849;849;926;1189
07/07/19;ES05;1=;1380;1504;1593;1468;1417;1434;1533;1629;1704;1849;1597;1460
07/07/19;ES05;2-;756;792;850;691;558;487;554;565;577;574;771;916
07/07/19;ES05;2=;1049;1084;1085;818;810;1099;1362;1489;1512;1446;1308;958
07/07/19;ES06;1-;197;124;106;64;84;96;124;134;156;265;333;402
07/07/19;ES06;1=;446;422;251;338;314;364;435;471;436;310;241;155
07/07/19;ES06;2-;171;132;87;89;88;95;98;108;135;229;308;358
07/07/19;ES06;2=;447;389;236;273;302;381;399;428;356;286;186;154
07/07/19;ES07;1-;1607;1405;1082;839;625;529;666;698;703;772;1107;1628
07/07/19;ES07;1=;1907;1940;1771;1335;1202;1451;1634;1731;1805;1944;1601;1196
07/07/19;ES07;2-;1373;964;880;647;553;522;881;986;895;1036;1465;1691
07/07/19;ES07;2=;1777;1919;1771;1147;1298;1698;2077;2157;2269;2054;1679;1177
07/07/19;ES08;1-;11;15;16;13;27;85;489;501;432;469;601;636
07/07/19;ES08;1=;664;602;631;696;731;782;721;616;642;553;494;473
07/07/19;ES08;2-;27;18;24;29;31;85;677;632;613;680;751;817
07/07/19;ES08;2=;846;794;742;836;853;853;877;777;755;664;617;570
07/07/19;ES09;1-;433;460;364;443;434;528;675;743;596;641;768;795
07/07/19;ES09;1=;913;927;949;873;730;727;772;776;768;702;656;554
07/07/19;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES10;2-;408;331;283;203;216;165;241;244;199;331;375;458
07/07/19;ES10;2=;543;483;489;391;343;442;414;480;435;513;492;352
07/07/19;ES11;1-;493;506;374;211;139;132;156;361;471;556;594;827
07/07/19;ES11;1=;1104;1205;1215;1097;627;659;881;1023;1066;1044;1029;844
07/07/19;ES11;2-;2038;2059;1526;843;422;240;252;322;587;668;943;1081
07/07/19;ES11;2=;1692;478;601;525;321;332;544;742;933;1434;3574;3482
07/07/19;ES12;1-;1424;1176;1030;774;758;732;604;578;732;939;1239;1489
07/07/19;ES12;1=;1684;1626;1253;1485;1656;1900;1933;1957;1931;1832;1613;1059
07/07/19;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES13;1-;169;119;95;447;591;604;443;304;300;457;521;638
07/07/19;ES13;1=;732;745;520;676;776;828;855;942;956;854;700;528
07/07/19;ES13;2-;16;55;45;90;547;780;583;378;348;489;682;796
07/07/19;ES13;2=;934;942;730;806;951;958;1051;1049;1188;1011;921;739
07/07/19;ES14;1-;138;95;92;76;72;59;75;59;77;94;162;193
07/07/19;ES14;1=;203;180;122;133;146;149;156;184;191;125;129;68
07/07/19;ES14;2-;80;73;46;57;34;30;33;28;67;76;106;109
07/07/19;ES14;2=;138;153;101;112;104;95;114;137;152;97;92;63
07/07/19;ES15;1-;232;162;139;108;118;121;155;199;214;268;371;448
07/07/19;ES15;1=;451;418;272;272;320;382;433;432;499;316;253;180
07/07/19;ES15;2-;168;103;57;38;49;52;92;141;150;179;286;364
07/07/19;ES15;2=;410;358;246;262;299;414;516;505;537;420;279;262
07/07/19;ES16;1-;1079;807;656;652;503;511;422;341;399;566;759;857
07/07/19;ES16;1=;939;813;649;725;829;790;826;944;945;864;753;567
07/07/19;ES16;2-;850;614;503;474;442;424;396;307;357;476;637;708
07/07/19;ES16;2=;844;783;569;576;702;812;913;892;885;808;592;406
07/07/19;ES17;1-;1294;1019;846;582;638;561;544;594;733;1037;1384;1670
07/07/19;ES17;1=;2011;1831;1316;1502;1936;2346;2543;2643;2564;2238;1771;1026
07/07/19;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES18;1-;338;229;233;182;243;148;104;132;185;250;330;414
07/07/19;ES18;1=;403;391;226;255;288;354;340;379;364;306;221;134
07/07/19;ES18;2-;583;412;348;296;249;152;98;101;131;219;312;369
07/07/19;ES18;2=;479;514;324;346;376;451;486;602;552;460;307;198
07/07/19;ES19;1-;547;548;597;591;516;443;358;282;258;311;370;403
07/07/19;ES19;1=;479;537;464;475;534;565;620;632;615;531;416;303
07/07/19;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES20;1-;5489;5345;3418;2390;1923;1603;1597;2094;2519;2769;3053;4420
07/07/19;ES20;1=;5642;6551;6694;6641;5446;5302;6153;6506;7010;7417;7595;5930
07/07/19;ES20;2-;4991;4433;3514;2270;1857;1597;1660;2828;3007;3118;3857;5074
07/07/19;ES20;2=;6304;7295;8177;7776;5284;5624;6736;7910;8275;8151;8144;7462
07/07/19;ES21;1-;314;288;200;182;133;127;105;124;228;324;424;515
07/07/19;ES21;1=;581;504;330;332;417;450;490;545;486;409;320;195
07/07/19;ES21;2-;291;250;177;181;177;150;147;184;253;392;565;652
07/07/19;ES21;2=;726;674;430;431;509;666;806;760;656;491;337;191
07/07/19;ES22;1-;911;889;744;744;559;497;479;401;357;387;492;615
07/07/19;ES22;1=;829;833;730;608;603;731;741;756;676;714;622;545
07/07/19;ES22;2-;1420;1473;899;773;626;535;542;444;404;474;647;800
07/07/19;ES22;2=;910;975;947;750;694;779;797;903;932;942;872;783
07/07/19;ES23;1-;108;170;132;59;53;595;1114;733;547;153;44;113
07/07/19;ES23;1=;70;110;75;58;767;1220;1408;1475;1563;1490;1448;1150
07/07/19;ES23;2-;87;95;105;172;378;465;1304;1291;923;866;1090;1256
07/07/19;ES23;2=;1441;1573;1596;1623;1469;1466;1462;1523;1507;1661;1524;1487
07/07/19;ES24;1-;663;754;671;507;409;381;334;244;203;248;355;449
07/07/19;ES24;1=;523;599;577;435;362;481;492;507;555;609;474;413
07/07/19;ES24;2-;564;497;410;323;358;311;253;269;412;522;586;656
07/07/19;ES24;2=;661;613;462;463;457;477;584;507;490;406;326;281
07/07/19;ES25;1-;5;1;9;3;15;8;11;10;37;102;105;129
07/07/19;ES25;1=;127;122;133;128;153;180;156;135;151;137;106;88
07/07/19;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES26;1-;11;24;22;24;7;31;352;382;402;463;514;547
07/07/19;ES26;1=;529;471;475;502;533;550;497;483;426;407;344;346
07/07/19;ES26;2-;212;218;183;166;184;157;129;126;118;99;134;131
07/07/19;ES26;2=;153;142;126;133;136;151;189;167;146;155;119;115
07/07/19;ES27;1-;32;9;70;42;15;119;254;195;210;269;342;371
07/07/19;ES27;1=;389;337;385;352;327;295;14;1;0;0;6;49
07/07/19;ES27;2-;1;4;32;79;21;128;388;352;351;337;339;344
07/07/19;ES27;2=;386;380;344;373;432;333;16;5002;2;5;1;57
07/07/19;ES28;1-;558;411;303;292;182;213;221;202;248;307;453;496
07/07/19;ES28;1=;578;531;411;399;419;501;552;539;530;503;336;283
07/07/19;ES28;2-;374;352;317;330;290;276;275;280;337;435;506;631
07/07/19;ES28;2=;652;629;479;498;589;695;839;803;821;660;513;317
07/07/19;ES29;1-;845;1047;1565;1707;1620;1398;996;886;833;976;1314;1496
07/07/19;ES29;1=;1715;1898;1917;1768;1565;1568;1715;1728;1742;1690;1558;1335
07/07/19;ES29;2-;1420;1623;1678;1705;1585;1663;1148;813;781;840;1024;1316
07/07/19;ES29;2=;1334;1529;1639;1306;1371;1509;1775;1974;1914;2043;1817;1487
07/07/19;ES30;1-;502;589;318;283;268;187;165;163;145;153;211;282
07/07/19;ES30;1=;302;326;316;274;260;277;285;310;337;384;345;263
07/07/19;ES30;2-;707;647;484;406;349;309;234;294;285;286;413;462
07/07/19;ES30;2=;540;541;572;382;362;405;498;612;657;601;559;437
07/07/19;ES31;1-;123;87;75;70;51;49;53;50;64;59;95;145
07/07/19;ES31;1=;168;189;185;139;116;144;148;164;190;189;146;110
07/07/19;ES31;2-;83;84;61;56;51;44;55;53;59;79;123;162
07/07/19;ES31;2=;159;187;165;103;90;126;143;165;189;193;159;92
07/07/19;ES32;1-;474;482;450;456;378;356;342;289;285;347;473;523
07/07/19;ES32;1=;520;500;529;426;325;394;457;539;494;498;448;352
07/07/19;ES32;2-;573;594;516;419;335;301;259;204;157;165;263;331
07/07/19;ES32;2=;374;412;443;441;332;353;338;363;350;369;358;306
07/07/19;ES33;1-;429;386;254;194;120;132;195;220;258;421;626;825
07/07/19;ES33;1=;912;894;842;552;464;630;841;882;951;930;733;596
07/07/19;ES33;2-;277;192;136;99;73;52;85;114;173;227;309;422
07/07/19;ES33;2=;536;629;569;362;346;352;473;486;497;592;445;340
07/07/19;ES34;1-;8;12;8;18;26;198;202;381;2093;250;260;284
07/07/19;ES34;1=;240;200;197;201;235;240;206;186;208;162;156;122
07/07/19;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
07/07/19;ES36;1-;880;804;745;711;532;452;269;274;377;577;802;1038
07/07/19;ES36;1=;1130;1053;720;889;995;1035;1046;1106;1179;952;874;701
07/07/19;ES36;2-;636;504;407;323;251;255;230;245;411;669;961;1132
07/07/19;ES36;2=;1231;1081;798;908;1057;1245;1431;1509;1422;1060;862;434
07/07/19;ES37;1-;500;391;363;285;278;290;236;278;313;488;612;763
07/07/19;ES37;1=;937;832;642;679;800;730;813;794;794;634;503;415
07/07/19;ES37;2-;486;313;230;234;211;260;273;313;417;632;860;935
07/07/19;ES37;2=;1080;1075;632;632;710;974;1056;1093;1075;873;641;388
07/07/19;ES38;1-;40;42;24;14;11;7;10;20;28;42;67;120
07/07/19;ES38;1=;132;155;131;391;69;383;94;113;434;653;141;56
07/07/19;ES38;2-;148;111;66;44;42;31;53;83;76;140;198;242
07/07/19;ES38;2=;284;257;240;131;164;206;272;306;313;233;186;130
07/07/19;ES39;1-;719;710;580;382;252;201;191;273;349;314;432;674
07/07/19;ES39;1=;881;1077;1330;1237;734;820;1101;1345;1505;1587;1544;1250
07/07/19;ES39;2-;646;590;455;274;231;147;152;223;298;406;561;865
07/07/19;ES39;2=;1214;1274;1329;1155;763;801;1071;1143;1158;1134;1124;953
07/07/19;ES40;1-;815;601;471;342;339;378;363;428;665;914;1245;1513
07/07/19;ES40;1=;1474;1284;876;931;1147;1412;1605;1620;1507;1310;888;641
07/07/19;ES40;2-;706;512;460;397;354;404;363;398;578;851;1003;1287
07/07/19;ES40;2=;1420;1181;757;883;996;1068;1187;1343;1367;1015;910;600
07/07/19;ES41;1-;477;446;386;333;296;305;276;299;68;52;185;117
07/07/19;ES41;1=;227;773;559;545;581;684;675;683;548;619;540;390
07/07/19;ES41;2-;361;294;275;224;214;238;226;138;33;30;69;62
07/07/19;ES41;2=;26;549;453;443;562;596;685;679;494;628;453;343
07/07/19;ES42;1-;309;242;294;195;196;253;141;143;178;266;360;437
07/07/19;ES42;1=;516;544;368;498;425;449;461;463;491;328;232;244
07/07/19;ES42;2-;293;224;207;175;137;150;88;124;218;329;464;510
07/07/19;ES42;2=;652;516;367;365;416;532;571;549;583;466;365;239
07/07/19;ES43;1-;420;404;395;340;269;247;274;262;298;332;421;454
07/07/19;ES43;1=;540;559;480;367;372;393;505;541;568;530;431;329
07/07/19;ES43;2-;432;424;392;269;229;195;189;175;155;195;290;333
07/07/19;ES43;2=;419;455;482;346;348;381;398;446;477;431;473;359
07/07/19;ES44;1-;1457;1344;1256;1351;1011;626;475;410;478;740;963;1182
07/07/19;ES44;1=;1210;1154;1026;1032;1167;1204;1247;1276;1259;941;772;574
